sentence,aspect,true_sentiment,predicted_sentiment,confusion_type
Sản phẩm tốt. Điện thoại đã bị làm ảo android từ 9 lên 10 với làm ảo ram/rom từ 6/128gb lên thành 8/256gb từ không ảnh hưởng tới máy như nhìn hơi khó chịu. Oin tuột hơi nhanh như với giá như thế này thì quá là tốt. Lần sao sẽ tiếp tục ủng hộ cửa hàng,Battery,neutral,negative,neutral → negative
"máy còn khá mới. nhưng mất áp, chắc đã thay vỏ. loa thoại khá nhỏ, loa ngoài cũng nhỏ và rè, pin sạc lâu đầy dù đã sử dụng sạc qc3, sạc theo hộp là sạc lô, không phải hàg chuẩn, hộp cũg là hộp lô thôi ạ. pin của máy tạm thôi. sử dụng bt ngày sạc 2 lần. khs máy chỉ sạc được đến 98% là không lên được 100%",Battery,neutral,negative,neutral → negative
"mua để chơi mỗi tft thôi mà không hiểu sao vẫn lag. máy nhanh nóng. còn lại thì oke, pin trâu.",Battery,positive,negative,positive → negative
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt 
Tính năng nổi bật: nghe gọi ￼điện thoại nokia 6310 (2025) hỗ trợ sóng 4g màn hình đẹp loa to rõ ràng bảo hành 12 tháng đã mua lần 2 sử dụng tốt sóng khỏe, loa to pin hơi yếu chút, nhưng cũng được giao nhanh, đóng gói cẩn thận",Battery,negative,positive,negative → positive
"đây là điện thoại mình đặt cho ba chủ yếu là vì cấu hình khoẻ, máy nhẹ ,bền, và dung lượng pin 6000mah",Battery,neutral,positive,neutral → positive
"Nhóm màu: desert 
Dung lượng lưu trữ: 256gb mọi thứ ồn áp. Không bị lỗi khởi động lại",General,positive,neutral,positive → neutral
"Chất lượng sản phẩm: tốt
Không tạo được nhân bản ứng dụng za lo.còn Facebook và ứng dụng khác thì được",General,neutral,negative,neutral → negative
Tìm hoài không biết cái nào làm ốp lưng cho nó luôn buồn sao trên thị trường không bán ta,General,neutral,negative,neutral → negative
"Đúng với mô tả: sản phẩm quá xuất sắc 
Chất lượng sản phẩm: tuyệt vời tất cả đều ngon trừ camera, loa kép nghe cực hay",General,positive,negative,positive → negative
"Chất lượng sản phẩm: ổn 
Tính năng nổi bật: nghe gọi chọi 
Đúng với mô tả: đúng màn hình lớn, nhạc chưa được rõ. chưa biết pin sử dụng được bao lâu",General,positive,neutral,positive → neutral
"Pin quá nóng khi sử dụng. Nhiệt độ cao. Dễ nóng. Pin nóng lên nhanh khi lướt web, cảm giác không an toàn. Hiệu năng tạm ổn. Chăm sóc khách hàng giải quyết vấn đề nhanh",Shop_Service,negative,positive,negative → positive
"Chăm sóc khách hàng chỉ đổ lỗi. Không nhận trách nhiệm. Hỗ trợ kém. Báo lỗi thì cứ đổ cho do mạng, do phần mềm, không chịu nhận máy có vấn đề. Pin sử dụng ổn",Shop_Service,negative,positive,negative → positive
Mới sử dụng điện thoại hãng này . Không âm hiểu .mua gặp sự cố hỏi cửa hàng không biết . Trả lời chậm chán . Mẫu đẹp .cho 3 sao vì phục vụ chưa tốt .,Shop_Service,negative,positive,negative → positive
"Chất lượng sản phẩm: không rõ ràng nói chúng giá rẻ mình chấp nhận được, cũng mua nhiều rồi nhưng nhắn tin không trả lời nên xin gởi 3 sao lịch sự",Shop_Service,negative,positive,negative → positive
"Đánh giá thật mọi người nhé. Cửa hàng gửi đúng máy,lm ăn uy tín máy ngon,rẻ màn hình vỏ tầm 95% máy lock nên cũng không đòi hỏi nhiều về sử dụng 4g cảm ứng tốt,không bị liệt chỗ nào cửa hàng trả lời tnhan rất tốt nhưng cửa hàng cần cải thiện lại cách đóng hàng nhé nếu có lần sau chắc chắn sẽ ghé lại cửa hàng.",Shop_Service,positive,neutral,positive → neutral
"Đúng với mô tả: ddung 
Chất lượng sản phẩm: tốt
Có một chút về vấn đề shipp nhưng máy tốt mọi người nên mua",Shipping,negative,positive,negative → positive
"Báo lỗi điện thoại bị kẹt khe sim, tốc độ phản hồi của điện thoại chậm ấn xong cứ phải mất 0.5s 1s mới phản hồi nên xin hoàn trả. Bên cửa hàng test lại kêu là không vấn đề gì và không đồng ý hoàn. Trong khi trong video của cửa hàng cũng thấy rõ bên cửa hàng cũng gặp khó khăn khi tháo khe sim trong khi là người chuyên làm về điện thoại rồi, thì với người sử dụng cuối như mình còn khó hơn nhiều. Tốt chấp nhận sử dụng tạm và giờ thì thấy thêm là bắt wifi cực yếu. Cục router ngay cạnh mà bắt được 1 vạch và liên tục disconnect. Mua trên official store mà như máy dựng thế này. Sau không tin mác official của shopee được nữa. Lần này ngu nên chấp nhận chịu vậy. Bên giao hàng tốt nhưng sản phẩm và shopee 1 sao",Shipping,positive,negative,positive → negative
"Chất lượng sản phẩm: đáng để trải nghiệm 
Tính năng nổi bật: dynamic island iphone 15 nhỏ gọn cầm vừa tay pin ở mức ok sử dụng ổn , canh khung giờ sale giá rẻ. Máy ở hn nên cỡ 3-4 ngày mới nhận được",Shipping,neutral,positive,neutral → positive
"Tính năng nổi bật: chơi game tốt 
Chất lượng sản phẩm: hiện tại tốt nha 
Đúng với mô tả: đúng cửa hàng tặng kính ốp cường lực nhưng vẫn bị bể một chút do bên vận chuyển mặc dù chống sốc rất nhiều",Shipping,negative,positive,negative → positive
"Tính năng nổi bật: chúc nang đây đủ 
Chất lượng sản phẩm: nhận hàng test tốt chưa biết sử dụng sau này như nào nhưng cho cửa hàng 5 sao luôn 
Đúng với mô tả: điện thoại tốt,không giống màu mình đặt",Shipping,negative,positive,negative → positive
"ngoại hình: đẹp trên 85% 🔋 
Thời lượng pin:tương đối tốt, trong tầm giá, máy cũ, pin như vậy là tốt 📸 
Chất lượng camera: hơi mờ vì đã cũ ⚡ 
Hiệu suất:ổn định,sử dụng với tác vụ đơn gian giao hàng siêu nhanh",Camera,negative,positive,negative → positive
"Giao hàng lâu quá, sản phẩm thì sử dụng hơn 10 ngày nay thấy khá ổn, pin lâu, chụp hình tạm ổn, màn hình hiển thị đôi khi mờ icon mờ chữ, chỉ tiếc không có 5g và nfc",Camera,positive,negative,positive → negative
"camera bị ám màu xanh. màu sắc sai lệch. màu ko thật. ảnh chụp ra bị ám màu xanh rất rõ, nhìn ko tự nhiên. hiệu năng ổn định",Camera,negative,positive,negative → positive
"dòng máy chuyên chiến game chắc ăn mượt rồi, cái gì cũng có điểm mạnh điễm yếu nó, mua máy này về phục vụ chụp hình thì bỏ ý định đi nhé, dành chiến game thôi.",Camera,negative,neutral,negative → neutral
"Màu sắc: xanh 
Phiên bản: bản locksim-hư sim pin trâu vcl sài 14 tiếng liên tục mà máy còn 31% chơi game thì tạm ổn với tầm giá cam thì chống mù thôi ngoại hình đẹp ít trầy xước",Camera,negative,neutral,negative → neutral
"Chất lượng sản phẩm: chất lượng tốt 
Đúng với mô tả: đúng với mô tả 
Tính năng nổi bật: chưa sử dụng nên không biết cửa hàng gói hàng chỉ bọc 1 lớp chống sốc mỏng, sợ trong quá trình gửi hàng có bị quăng quật ảnh hưởng tới điện thoại bên trong.",Packaging,negative,positive,negative → positive
"Nhóm màu: black 
Dung lượng lưu trữ: 128gb gói kĩ. nhưng giao qua ahamove giao cuối ngày, quá lâu",Packaging,positive,negative,positive → negative
chất lượng sản phẩm không tốt như quảng cáo. đúng với mô tả hơi khác thiếu vài tính năng. tính năng nổi bật camera không nét như mô tả. review mua về vì thấy giá ổn nhưng camera rung ảnh mờ quay tối rất tệ. hiệu năng lúc đầu ổn sau vài ngày lag nhiều. hỗ trợ trả lời chậm không thuyết phục. đóng gói tốt nhưng box móp nhẹ shipping lâu hơn dự kiến,Packaging,neutral,negative,neutral → negative
"Mặt hàng ổn nghe gọi rõ ràng, nhưng đặt màu đen mà lại giao màu xanh và đống gói quá không kỹ lưỡng",Packaging,negative,positive,negative → positive
Màn hình cảm biến hơi đơ nhưng máy cầm chắc chắn giao hàng gói hàng cẩn thận,Packaging,positive,negative,positive → negative
"Giao hàng quá lâu, điện thoại giá vừa phải. Hi vọng sử dụng ổn. Thời gian nữa xem tốt không.",Price,positive,neutral,positive → neutral
Được tặng 2 cục bin. Với giá tiền này mua về sử dụng tạm cũng được,Price,positive,neutral,positive → neutral
"Hàng tốt, màu mới không bị đen, đã mua ở đây nhiều lần rồi nên yên tâm. Săn giá net còn 25tr7 xong vài tiếng sau còn 25tr5, đã chuyển khoản nên lười huỷ đơn, cho 1 sao tạm vì đổi giá vô lý không công bằng. Hàng ngon tốt không lỗi lầm gì cả, chỉ có 1 hạt bụi nhỏ ở cam không đáng kể, phải soi đèn flash kĩ mới thấy, lười trả hàng do cần sử dụng gấp nên thôi.",Price,negative,positive,negative → positive
"Hư loa ngoài, máy giá rẻ nên xem youtube hơi giật",Price,positive,negative,positive → negative
"Chất lượng sản phẩm: tệ
Đúng với mô tả: không đúng 
Tính năng nổi bật: bộ nhớ đúng là 128g/6g thôi thôi chấp nhận tiền nào của nấy",Price,negative,neutral,negative → neutral
"Camera bị vết đen. Máy thì tốt màn hình cảm ứng mượt mà, rất nhạy., nên bị trừ chỉ cho cửa hàng được 4 sao thôi",Display,positive,negative,positive → negative
"Máy và trải nghiệm khá tốt nhưng máy đã thay màn nên cảm ứng khá chậm với màn bị bầm nhẹ, chiến game vẫn khá ngon với cửa hàng hỗ trợ nhiệt tình nên cho 4sao",Display,negative,positive,negative → positive
"Hàng đẹp, ổn. Check thông tin trên google chính xác. Tuy nhiên, máy hơi nóng khi sử dụng. Màn hình pixel không đẹp như samsung, nhưng máy chạy mượt với android thuần. Ai sử dụng samsung như mình nhiều thì qua pixel khá khó chịu với giao diện thuần và một số thứ trên trang chủ không chỉnh được. Tuy nhiên, đổi lại là máy mượt, giá cũ hợp lý và google support lâu dài.",Display,negative,positive,negative → positive
Variation1: máy màn lưu ảnh nhẹ variation2: bản 1 sim máy cũ nhưng chạy được và cửa hàng có bảo hành nên yên tâm sử dụng,Display,negative,positive,negative → positive
"Nhóm màu: nhiều màu 
Dung lượng lưu trữ: 256gb hàng ngon nha xác bạn. Tôi tính mua bản 2 sim nhưng lỡ book không để ý nên hàng về bản 1 sim. Máy ổn, ít nóng khi sử dụng 4g liên tục. Chơi game mượt. Màn ngoài có 1 vết trầy nhưng không ảnh hưởng đến hiển thị. Nói chung là tốt trong tầm giá.",Display,negative,positive,negative → positive
