sentence,aspect,sentiment
"hôm nay tôi thực sự thất vọng về chiếc điện thoại mà mình vừa mua. khi đặt hàng, tôi đã chọn đúng mẫu mã theo quảng cáo, thế nhưng khi nhận sản phẩm, mọi thứ lại hoàn toàn khác biệt. trước hết, ngoại hình máy không hề giống như hình ảnh giới thiệu. vỏ máy lỏng lẻo, không giống như mô tả. tệ hơn, cấu hình bên trong cũng không đúng như cam kết. bộ nhớ máy nhỏ hơn nhiều so với thông tin. chỉ sử dụng một thời gian ngắn là máy nóng ran. tôi cảm thấy mình đã bị lừa khi sản phẩm không hề đúng mẫu mã và chất lượng như quảng cáo. một chiếc điện thoại như vậy không chỉ làm mất tiền bạc mà còn gây ra sự bực bội, phiền toái trong công việc và học tập. may cho cửa hàng là e hiền, gặp người nào dữ hơn như cảnh sát hay hình sự thì cửa hàng đã toang rồi, hy vọng cửa hàng mau suy nghĩ lại cách làm việc của mình đi, đừng để sau này phải hối hận. bởi vì làm việc gì cũng có nhân quả của nó cả",Price,Negative
"hôm nay tôi thực sự thất vọng về chiếc điện thoại mà mình vừa mua. khi đặt hàng, tôi đã chọn đúng mẫu mã theo quảng cáo, thế nhưng khi nhận sản phẩm, mọi thứ lại hoàn toàn khác biệt. trước hết, ngoại hình máy không hề giống như hình ảnh giới thiệu. vỏ máy lỏng lẻo, không giống như mô tả. tệ hơn, cấu hình bên trong cũng không đúng như cam kết. bộ nhớ máy nhỏ hơn nhiều so với thông tin. chỉ sử dụng một thời gian ngắn là máy nóng ran. tôi cảm thấy mình đã bị lừa khi sản phẩm không hề đúng mẫu mã và chất lượng như quảng cáo. một chiếc điện thoại như vậy không chỉ làm mất tiền bạc mà còn gây ra sự bực bội, phiền toái trong công việc và học tập. may cho cửa hàng là e hiền, gặp người nào dữ hơn như cảnh sát hay hình sự thì cửa hàng đã toang rồi, hy vọng cửa hàng mau suy nghĩ lại cách làm việc của mình đi, đừng để sau này phải hối hận. bởi vì làm việc gì cũng có nhân quả của nó cả",Shop_Service,Negative
"Ship giao hàng nhanh , đặt hôm nay là ngày sau nhận được . Máy mượt , đã thử tex tầm 2 tiếng , máy không bị nóng , không nóng máy với lướt mượt là tốt . Với giá này mà được con điện thoại ngon lành . Chỉ có điểm trừ là cửa hàng đóng gói sai nhé đặt xanh nhạt mà giao xanh đậm . Với mặt sau hơi trầy . Nhưng máy ngon cũng chấp nhận được . Vừa rẻ vừa ngon nên mua nhé mọi người",Performance,Positive
"Ship giao hàng nhanh , đặt hôm nay là ngày sau nhận được . Máy mượt , đã thử tex tầm 2 tiếng , máy không bị nóng , không nóng máy với lướt mượt là tốt . Với giá này mà được con điện thoại ngon lành . Chỉ có điểm trừ là cửa hàng đóng gói sai nhé đặt xanh nhạt mà giao xanh đậm . Với mặt sau hơi trầy . Nhưng máy ngon cũng chấp nhận được . Vừa rẻ vừa ngon nên mua nhé mọi người",Design,Negative
"Ship giao hàng nhanh , đặt hôm nay là ngày sau nhận được . Máy mượt , đã thử tex tầm 2 tiếng , máy không bị nóng , không nóng máy với lướt mượt là tốt . Với giá này mà được con điện thoại ngon lành . Chỉ có điểm trừ là cửa hàng đóng gói sai nhé đặt xanh nhạt mà giao xanh đậm . Với mặt sau hơi trầy . Nhưng máy ngon cũng chấp nhận được . Vừa rẻ vừa ngon nên mua nhé mọi người",Packaging,Negative
"Ship giao hàng nhanh , đặt hôm nay là ngày sau nhận được . Máy mượt , đã thử tex tầm 2 tiếng , máy không bị nóng , không nóng máy với lướt mượt là tốt . Với giá này mà được con điện thoại ngon lành . Chỉ có điểm trừ là cửa hàng đóng gói sai nhé đặt xanh nhạt mà giao xanh đậm . Với mặt sau hơi trầy . Nhưng máy ngon cũng chấp nhận được . Vừa rẻ vừa ngon nên mua nhé mọi người",Price,Positive
"Ship giao hàng nhanh , đặt hôm nay là ngày sau nhận được . Máy mượt , đã thử tex tầm 2 tiếng , máy không bị nóng , không nóng máy với lướt mượt là tốt . Với giá này mà được con điện thoại ngon lành . Chỉ có điểm trừ là cửa hàng đóng gói sai nhé đặt xanh nhạt mà giao xanh đậm . Với mặt sau hơi trầy . Nhưng máy ngon cũng chấp nhận được . Vừa rẻ vừa ngon nên mua nhé mọi người",Shipping,Positive
"Ship giao hàng nhanh , đặt hôm nay là ngày sau nhận được . Máy mượt , đã thử tex tầm 2 tiếng , máy không bị nóng , không nóng máy với lướt mượt là tốt . Với giá này mà được con điện thoại ngon lành . Chỉ có điểm trừ là cửa hàng đóng gói sai nhé đặt xanh nhạt mà giao xanh đậm . Với mặt sau hơi trầy . Nhưng máy ngon cũng chấp nhận được . Vừa rẻ vừa ngon nên mua nhé mọi người",General,Positive
"chất liệu nhựa rẻ tiền hàng nhái dễ nóng máy. mới chơi game 10p là nóng bỏng tay, không dám cầm lâu.,",Design,Negative
"Điện thoại mini nhìn nhỏ gọn, đầy đủ chức năng nhưng pin thì rất tệ.. Để không sử dụng nhưng vẫn bị giựt pin , để qua đêm giựt 40% pin .. Sạc đầy 100% trưa hôm trước không sài mà sáng hôm sau tắt nguồn luôn... Mặt sau điện thoại thì lỏng lẻo nhấn vào lõm lõm không chắc chắn ... Nhắn cửa hàng thì cửa hàng không phản hồi, làm ăn thiếu trách nhiệm... Điện thoại này không nên mua nha mọi người... Phí tiền... Để thì bảo hành này kia mà nhắn tin cửa hàng im ru...",Battery,Negative
"Điện thoại mini nhìn nhỏ gọn, đầy đủ chức năng nhưng pin thì rất tệ.. Để không sử dụng nhưng vẫn bị giựt pin , để qua đêm giựt 40% pin .. Sạc đầy 100% trưa hôm trước không sài mà sáng hôm sau tắt nguồn luôn... Mặt sau điện thoại thì lỏng lẻo nhấn vào lõm lõm không chắc chắn ... Nhắn cửa hàng thì cửa hàng không phản hồi, làm ăn thiếu trách nhiệm... Điện thoại này không nên mua nha mọi người... Phí tiền... Để thì bảo hành này kia mà nhắn tin cửa hàng im ru...",Design,Negative
"Điện thoại mini nhìn nhỏ gọn, đầy đủ chức năng nhưng pin thì rất tệ.. Để không sử dụng nhưng vẫn bị giựt pin , để qua đêm giựt 40% pin .. Sạc đầy 100% trưa hôm trước không sài mà sáng hôm sau tắt nguồn luôn... Mặt sau điện thoại thì lỏng lẻo nhấn vào lõm lõm không chắc chắn ... Nhắn cửa hàng thì cửa hàng không phản hồi, làm ăn thiếu trách nhiệm... Điện thoại này không nên mua nha mọi người... Phí tiền... Để thì bảo hành này kia mà nhắn tin cửa hàng im ru...",Shop_Service,Negative
Build ọp ẹp 'mới' nhưng có vết phím kẹt,Design,Negative
"Máy sướt sâu như ảnh, máy camera sau xước long mèo nhiều, màn dán chống trầy nên không rõ nhưng quan sát thấy đẹp.tet máy bin còn 83%, áp nhảy chống nước yếu mình nghĩ không còn khả năng chống nước, mua trả góp cũng không yên, sợ anh linh, thề tôi nói láu ra đường xe t.",Camera,Negative
"Máy sướt sâu như ảnh, máy camera sau xước long mèo nhiều, màn dán chống trầy nên không rõ nhưng quan sát thấy đẹp.tet máy bin còn 83%, áp nhảy chống nước yếu mình nghĩ không còn khả năng chống nước, mua trả góp cũng không yên, sợ anh linh, thề tôi nói láu ra đường xe t.",Design,Negative
"Điện thoại ngoại hình rất xấu, thiết kế kém thẩm mĩ. Máy rất nóng khi chơi game. Camera chụp tối màu rất giả. Ship chậm và không giao tận nơi",Camera,Negative
"Điện thoại ngoại hình rất xấu, thiết kế kém thẩm mĩ. Máy rất nóng khi chơi game. Camera chụp tối màu rất giả. Ship chậm và không giao tận nơi",Design,Negative
"Điện thoại ngoại hình rất xấu, thiết kế kém thẩm mĩ. Máy rất nóng khi chơi game. Camera chụp tối màu rất giả. Ship chậm và không giao tận nơi",Shipping,Negative
"Nhận hàng thì cũng nhận được rồi. Điện thoại bị xước lấy về không tải được ứng dụng nào luôn mìk đã thử tải youtube từ trưa hôm qua tới giờ vẫn không được. Quá thất vọng mọi người xem cân nhắc chứ mìk thấy ở ngoài cũng ổn ổn mà lại không làm được cái gì biết là tiền nào của nấy, nhưng điện thoại mà không sài được bán làm gì",Design,Negative
"Nhận hàng thì cũng nhận được rồi. Điện thoại bị xước lấy về không tải được ứng dụng nào luôn mìk đã thử tải youtube từ trưa hôm qua tới giờ vẫn không được. Quá thất vọng mọi người xem cân nhắc chứ mìk thấy ở ngoài cũng ổn ổn mà lại không làm được cái gì biết là tiền nào của nấy, nhưng điện thoại mà không sài được bán làm gì",Price,Negative
"Nhận hàng thì cũng nhận được rồi. Điện thoại bị xước lấy về không tải được ứng dụng nào luôn mìk đã thử tải youtube từ trưa hôm qua tới giờ vẫn không được. Quá thất vọng mọi người xem cân nhắc chứ mìk thấy ở ngoài cũng ổn ổn mà lại không làm được cái gì biết là tiền nào của nấy, nhưng điện thoại mà không sài được bán làm gì",General,Negative
"Nút bấm ọp ẹp, hoàn thiện khung tệ. Khác với mô tả vật liệu cao cấp. Tính năng chống trầy không đúng thực tế. Cầm máy thấy không yên tâm",Design,Negative
"Hỏng hàng kém chất lượng nút nguồn liệt, khó bật/tắt máy,",Design,Negative
máy xài cũng tốt mà pin sạc 3 tiếng không đầy được . thân máy bị hở,Battery,Negative
máy xài cũng tốt mà pin sạc 3 tiếng không đầy được . thân máy bị hở,Design,Negative
máy xài cũng tốt mà pin sạc 3 tiếng không đầy được . thân máy bị hở,General,Positive
"Đúng là điện thoại mới 99%, nhưng 1% còn lại chính là mặt kính hơi bị trầy.",Design,Negative
"Vết xước lớn 'mới 100%' sai ngoại hình xuống cấp, cảm giác kém,",Design,Negative
"Điện thoại đã thay màn, vỏ có vẻ cũng bị thay, trông khá ọp ẹp. Nhưng sử dụng thì khá tốt với giá tiền. Không biết có bền không nữa.",Display,Negative
"Điện thoại đã thay màn, vỏ có vẻ cũng bị thay, trông khá ọp ẹp. Nhưng sử dụng thì khá tốt với giá tiền. Không biết có bền không nữa.",Design,Negative
"Điện thoại đã thay màn, vỏ có vẻ cũng bị thay, trông khá ọp ẹp. Nhưng sử dụng thì khá tốt với giá tiền. Không biết có bền không nữa.",Price,Positive
Pin máy hết nút nguồn bị móp nhé sử dụng tốt giá rẻ vậy là quá tốt máy cũ không trách được mong sử dụng bền,Battery,Negative
Pin máy hết nút nguồn bị móp nhé sử dụng tốt giá rẻ vậy là quá tốt máy cũ không trách được mong sử dụng bền,Design,Negative
Pin máy hết nút nguồn bị móp nhé sử dụng tốt giá rẻ vậy là quá tốt máy cũ không trách được mong sử dụng bền,Price,Positive
"Chất lượng sản phẩm: tốt 
Đúng với mô tả: đúng sau 1 tuần sử dụng khá ngon, ngoại hình hơi xước tý. pin còn 100%",Battery,Positive
"Chất lượng sản phẩm: tốt 
Đúng với mô tả: đúng sau 1 tuần sử dụng khá ngon, ngoại hình hơi xước tý. pin còn 100%",Design,Negative
"Chất lượng sản phẩm: tốt 
Đúng với mô tả: đúng sau 1 tuần sử dụng khá ngon, ngoại hình hơi xước tý. pin còn 100%",General,Positive
do máy bị nứt vỏ chổ nút nguồn và không có sạc nên chỉ được 3 sao thôi.,Design,Negative
"Ngoại hình kém, sơn bong 'premium' nhưng dỏm camera & pin đều yếu,",Battery,Negative
"Ngoại hình kém, sơn bong 'premium' nhưng dỏm camera & pin đều yếu,",Camera,Negative
"Ngoại hình kém, sơn bong 'premium' nhưng dỏm camera & pin đều yếu,",Design,Negative
Đã nhận được máy nhưng mình không làm gì mà mặt lưng dính khá nhiều chấm trắng,Design,Negative
nút bấm lỏng lẻo. vật liệu cao cấp ko đúng. lớp phủ chống trầy vô tác dụng xài vài ngày đã tróc,Design,Negative
Thiết kế máy có kiểu dáng thông thường như các dòng sản phẩm khác.,Design,Neutral
"Thiết kế của máy theo phong cách tối giản, không có điểm nhấn đặc biệt. Phần mềm đi kèm có các chức năng cơ bản.",Design,Neutral
"Thiết kế của máy theo phong cách tối giản, không có điểm nhấn đặc biệt. Phần mềm đi kèm có các chức năng cơ bản.",General,Neutral
"Thiết kế của máy theo phong cách phổ thông, không có điểm nhấn riêng.",Design,Neutral
"Thiết kế của máy không có điểm nhấn đặc biệt, khá giống với các sản phẩm khác trên thị trường.",Design,Neutral
"Về thiết kế, máy có trọng lượng 180g, cầm trên tay cảm giác như vậy.",Design,Neutral
Thiết kế mặt lưng sử dụng chất liệu kính,Design,Neutral
Thiết kế sản phẩm có kiểu dáng cơ bản và vừa vặn với tay cầm.,Design,Neutral
Thiết kế có khối lượng 199 gram,Design,Neutral
"Vật liệu hoàn thiện thân máy ở mức khá. Màn hình có độ phân giải tiêu chuẩn, không quá sắc nét nhưng đủ chi tiết.",Display,Neutral
"Vật liệu hoàn thiện thân máy ở mức khá. Màn hình có độ phân giải tiêu chuẩn, không quá sắc nét nhưng đủ chi tiết.",Design,Neutral
"Cảm giác cầm nắm trên tay cũng ổn, không tốt mà cũng không tệ. Thời gian khởi động máy thì ở mức trung bình, đủ dùng cho công việc hằng ngày.",Design,Neutral
"Cảm giác cầm nắm trên tay cũng ổn, không tốt mà cũng không tệ. Thời gian khởi động máy thì ở mức trung bình, đủ dùng cho công việc hằng ngày.",Price,Neutral
Thiết kế sản phẩm có hai màu để lựa chọn.,Design,Neutral
"Đúng theo công bố về độ phân giải màn hình, camera sau chưa kiểm tra kỹ.",Camera,Neutral
"Đúng theo công bố về độ phân giải màn hình, camera sau chưa kiểm tra kỹ.",Display,Neutral
"Đúng theo công bố về độ phân giải màn hình, camera sau chưa kiểm tra kỹ.",Design,Neutral
Đóng gói sản phẩm bao gồm thân máy và phụ kiện sạc cơ bản đi kèm.,Battery,Neutral
Đóng gói sản phẩm bao gồm thân máy và phụ kiện sạc cơ bản đi kèm.,Design,Neutral
Đóng gói sản phẩm bao gồm thân máy và phụ kiện sạc cơ bản đi kèm.,Packaging,Neutral
"Chính sách bảo hành sản phẩm theo tiêu chuẩn, không có thêm điều khoản đặc biệt. Thiết kế máy không có nhiều thay đổi so với thế hệ trước.",Design,Neutral
"Chính sách bảo hành sản phẩm theo tiêu chuẩn, không có thêm điều khoản đặc biệt. Thiết kế máy không có nhiều thay đổi so với thế hệ trước.",Shop_Service,Neutral
"Kiểu dáng của máy khá phổ thông, chất lượng hiển thị của màn hình ở mức vừa phải.",Display,Neutral
"Kiểu dáng của máy khá phổ thông, chất lượng hiển thị của màn hình ở mức vừa phải.",Design,Neutral
thiết kế mặt lưng làm từ nhựa nguyên khối,Design,Neutral
"Máy mỏng vừa, nhẹ, đẹp, hàng nguyên siêu, mua của fpt nên yên tâm ạ. Giao hàng cũng nhanh nhé mọi người.",Design,Positive
"Máy mỏng vừa, nhẹ, đẹp, hàng nguyên siêu, mua của fpt nên yên tâm ạ. Giao hàng cũng nhanh nhé mọi người.",Shipping,Positive
"nhận hàng nguyên seal, hàng nguyên vẹn không lỗi, máy đẹp, mỏng, chưa sử dụng không biết bền không, nhìn vẻ ngoài rất đẹp",Design,Positive
"săn sale còn 3tr4 chính hãng không một con nào ngon hơn 30s này, đẹp sang xịn mịn, quá đã",Design,Positive
"săn sale còn 3tr4 chính hãng không một con nào ngon hơn 30s này, đẹp sang xịn mịn, quá đã",Price,Neutral
Sản phẩm đúng như mô tả sử dụng tốt thời lượng sử dụng pin lâu mẫu mã đẹp,Battery,Positive
Sản phẩm đúng như mô tả sử dụng tốt thời lượng sử dụng pin lâu mẫu mã đẹp,Design,Positive
"Nhóm màu: đen dung lượng lưu trữ rộng rãi 128gb, bảo hành đáng tin cậy trong 12 tháng, thiết kế mỏng nhẹ và sang trọng,",Design,Positive
"Nhóm màu: đen dung lượng lưu trữ rộng rãi 128gb, bảo hành đáng tin cậy trong 12 tháng, thiết kế mỏng nhẹ và sang trọng,",Shop_Service,Positive
"Chất lượng sản phẩm: ổn 
Tính năng nổi bật: màn hình lớn điểm cộng là máy màu đẹp, cầm rất nhẹ tay, màn hình lớn, chữ lớn, tiện cho người lớn tuổi sử dụng. Cửa hàng đóng gói kỹ, chắc chắn. Về phần dịch vụ bảo hành thì chưa biết thế nào. Điểm trừ là nắp lưng mở khó cực, lắp cái sim mà nó vất vả. Máy không có tệp âm thanh làm chuông báo, 2 tệp nhạc chuông mặc định quá chừng nản lòng. Hy vọng máy sử dụng ổn định lâu dài.",Display,Positive
"Chất lượng sản phẩm: ổn 
Tính năng nổi bật: màn hình lớn điểm cộng là máy màu đẹp, cầm rất nhẹ tay, màn hình lớn, chữ lớn, tiện cho người lớn tuổi sử dụng. Cửa hàng đóng gói kỹ, chắc chắn. Về phần dịch vụ bảo hành thì chưa biết thế nào. Điểm trừ là nắp lưng mở khó cực, lắp cái sim mà nó vất vả. Máy không có tệp âm thanh làm chuông báo, 2 tệp nhạc chuông mặc định quá chừng nản lòng. Hy vọng máy sử dụng ổn định lâu dài.",Design,Positive
"Chất lượng sản phẩm: ổn 
Tính năng nổi bật: màn hình lớn điểm cộng là máy màu đẹp, cầm rất nhẹ tay, màn hình lớn, chữ lớn, tiện cho người lớn tuổi sử dụng. Cửa hàng đóng gói kỹ, chắc chắn. Về phần dịch vụ bảo hành thì chưa biết thế nào. Điểm trừ là nắp lưng mở khó cực, lắp cái sim mà nó vất vả. Máy không có tệp âm thanh làm chuông báo, 2 tệp nhạc chuông mặc định quá chừng nản lòng. Hy vọng máy sử dụng ổn định lâu dài.",Packaging,Positive
"Chất lượng sản phẩm: ổn 
Tính năng nổi bật: màn hình lớn điểm cộng là máy màu đẹp, cầm rất nhẹ tay, màn hình lớn, chữ lớn, tiện cho người lớn tuổi sử dụng. Cửa hàng đóng gói kỹ, chắc chắn. Về phần dịch vụ bảo hành thì chưa biết thế nào. Điểm trừ là nắp lưng mở khó cực, lắp cái sim mà nó vất vả. Máy không có tệp âm thanh làm chuông báo, 2 tệp nhạc chuông mặc định quá chừng nản lòng. Hy vọng máy sử dụng ổn định lâu dài.",Shop_Service,Neutral
"Chất lượng sản phẩm: ổn 
Tính năng nổi bật: màn hình lớn điểm cộng là máy màu đẹp, cầm rất nhẹ tay, màn hình lớn, chữ lớn, tiện cho người lớn tuổi sử dụng. Cửa hàng đóng gói kỹ, chắc chắn. Về phần dịch vụ bảo hành thì chưa biết thế nào. Điểm trừ là nắp lưng mở khó cực, lắp cái sim mà nó vất vả. Máy không có tệp âm thanh làm chuông báo, 2 tệp nhạc chuông mặc định quá chừng nản lòng. Hy vọng máy sử dụng ổn định lâu dài.",General,Negative
"Nhóm màu: blue 
Dung lượng lưu trữ: 128gb thiết kế đẹp mắt,",Design,Positive
"Nhóm màu: pink 
Dung lượng lưu trữ: 256gb giao hàng nhanh chóng và an toàn., màu sắc tuyệt đẹp, khó lựa chọn!,",Design,Positive
"Nhóm màu: pink 
Dung lượng lưu trữ: 256gb giao hàng nhanh chóng và an toàn., màu sắc tuyệt đẹp, khó lựa chọn!,",Shipping,Positive
"Tính năng nổi bật: máy đẹp , mượt mà,đầy đủ các tính năng 
Đúng với mô tả: đúng với mô tả pin được khá lâu mọi người nên mua để ủng hộ cửa hàng",Battery,Positive
"Tính năng nổi bật: máy đẹp , mượt mà,đầy đủ các tính năng 
Đúng với mô tả: đúng với mô tả pin được khá lâu mọi người nên mua để ủng hộ cửa hàng",Performance,Positive
"Tính năng nổi bật: máy đẹp , mượt mà,đầy đủ các tính năng 
Đúng với mô tả: đúng với mô tả pin được khá lâu mọi người nên mua để ủng hộ cửa hàng",Design,Positive
"Màu sắc: màu ngẫu nhiên sản phẩm: đã nhận máy thiết kế đẹp, giá tốt, chất lượng chụp hình rõ nét, sử dụng rất tốt luôn. Giao hàng thì siêu siêu nhanh. Tặng cửa hàng 5 sao.",Camera,Positive
"Màu sắc: màu ngẫu nhiên sản phẩm: đã nhận máy thiết kế đẹp, giá tốt, chất lượng chụp hình rõ nét, sử dụng rất tốt luôn. Giao hàng thì siêu siêu nhanh. Tặng cửa hàng 5 sao.",Design,Positive
"Màu sắc: màu ngẫu nhiên sản phẩm: đã nhận máy thiết kế đẹp, giá tốt, chất lượng chụp hình rõ nét, sử dụng rất tốt luôn. Giao hàng thì siêu siêu nhanh. Tặng cửa hàng 5 sao.",Price,Positive
"Màu sắc: màu ngẫu nhiên sản phẩm: đã nhận máy thiết kế đẹp, giá tốt, chất lượng chụp hình rõ nét, sử dụng rất tốt luôn. Giao hàng thì siêu siêu nhanh. Tặng cửa hàng 5 sao.",Shipping,Positive
Đã test thử máy chạy mượt. Pin ổn. Hình thức nhìn đẹp. Cửa hàng nhiệt tình chu đáo.,Battery,Positive
Đã test thử máy chạy mượt. Pin ổn. Hình thức nhìn đẹp. Cửa hàng nhiệt tình chu đáo.,Performance,Positive
Đã test thử máy chạy mượt. Pin ổn. Hình thức nhìn đẹp. Cửa hàng nhiệt tình chu đáo.,Design,Positive
Đã test thử máy chạy mượt. Pin ổn. Hình thức nhìn đẹp. Cửa hàng nhiệt tình chu đáo.,Shop_Service,Positive
đã nhận được hàng giao hàng rất nhanh điện thoại rất đẹp rất tốt rất hài lòng nếu có nhu cầu sẽ mua thêm.,Design,Positive
đã nhận được hàng giao hàng rất nhanh điện thoại rất đẹp rất tốt rất hài lòng nếu có nhu cầu sẽ mua thêm.,Shipping,Positive
Máy đẹp như quảng cáo. Chạy mượt chụp ảnh đẹp. Giá lại rẻ mọi người mua nhanh không hết. Chủ cửa hàng nhiệt tình có tâm. Chúc cửa hàng buôn bán ngày càng phát đạt,Camera,Positive
Máy đẹp như quảng cáo. Chạy mượt chụp ảnh đẹp. Giá lại rẻ mọi người mua nhanh không hết. Chủ cửa hàng nhiệt tình có tâm. Chúc cửa hàng buôn bán ngày càng phát đạt,Performance,Positive
Máy đẹp như quảng cáo. Chạy mượt chụp ảnh đẹp. Giá lại rẻ mọi người mua nhanh không hết. Chủ cửa hàng nhiệt tình có tâm. Chúc cửa hàng buôn bán ngày càng phát đạt,Design,Positive
Máy đẹp như quảng cáo. Chạy mượt chụp ảnh đẹp. Giá lại rẻ mọi người mua nhanh không hết. Chủ cửa hàng nhiệt tình có tâm. Chúc cửa hàng buôn bán ngày càng phát đạt,Price,Positive
Máy đẹp như quảng cáo. Chạy mượt chụp ảnh đẹp. Giá lại rẻ mọi người mua nhanh không hết. Chủ cửa hàng nhiệt tình có tâm. Chúc cửa hàng buôn bán ngày càng phát đạt,Shop_Service,Positive
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb rất đẹp",Design,Positive
"Máy đẹp màn hình đẹp nhưng sạc hơi lâu, trải nghiệm màn cong quá muợt, tiếc sạc thấp quá. Cường lúc tặng kèm tốt! quá ngon trong tầm giá",Battery,Negative
"Máy đẹp màn hình đẹp nhưng sạc hơi lâu, trải nghiệm màn cong quá muợt, tiếc sạc thấp quá. Cường lúc tặng kèm tốt! quá ngon trong tầm giá",Design,Positive
"Máy đẹp màn hình đẹp nhưng sạc hơi lâu, trải nghiệm màn cong quá muợt, tiếc sạc thấp quá. Cường lúc tặng kèm tốt! quá ngon trong tầm giá",Price,Positive
"Color family: random color sản phẩm: thật may mắn khi nhận đúng cửa hàng để mua. máy đẹp không tùy vết, đã test full các chức năng đều hoạt động tốt.. cuối thằng e lãnh lương sẽ ủng hộ thêm cho cửa hàng 2 cái nữa nhé..",Design,Positive
"Color family: random color sản phẩm: thật may mắn khi nhận đúng cửa hàng để mua. máy đẹp không tùy vết, đã test full các chức năng đều hoạt động tốt.. cuối thằng e lãnh lương sẽ ủng hộ thêm cho cửa hàng 2 cái nữa nhé..",General,Positive
