data,aspect,sentiment,predicted_sentiment,confusion_type,error_count_for_sentence
"Chức năng đầy đủ, phụ kiện cửa hàng tặng bao sử dụng luôn, có điều màu đen ngoại hình trầy nhiều đeo ốp vào sẽ không thấy, có cảm giác màn hơi ám nhưng không sao, đáng trải nghiệm",Design,neutral,negative,neutral → negative,1
Đã mua lần thứ 2. Nhưng lần trước thì tốt. Lần này cái nút nguồn lỏng lẻo. Nhưng cũng sử dụng tốt,Design,neutral,negative,neutral → negative,1
"Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Vân tay dưới màn, cam tốt, loa xịn nhận xét chung là hài lòng. Ngoại hình 8đ, chức năng 10đ. Mình mua để đổi gió nên cũng không yêu cầu cao gì, nhưng mà nhìn qua ngoại hình thì biết là máy đã được tân trang lại rồi, cổng sạc khá tả, con điện thoại mình sử dụng 4 năm rồi mà cổng sạc cũng không tả tơi được như con này, cụm cam thì không xước xát gì nhưng viền quanh cam có vài vết sứt mẻ, nói chung là chủ cũ sử dụng hao vcd. Máy nhận về chạy miui 12.5 không được full tiếng việt, mình có up rom lên miui 14 eu thì thấy đỡ hao pin hơn hẳn. À mà củ sạc cửa hàng gửi kèm sử dụng dây typec-typec mà dây sạc cửa hàng gửi lại là typea-typec nên sử dụng không được =)))",Design,neutral,positive,neutral → positive,2
"Máy y như mới, keng không một vết xước. Nhìn kỹ thì viền màn có dấu keo, để lâu trong túi quần thỉnh thoảng có vầng vàng",Design,positive,negative,positive → negative,1
"Ngoại quan máy thì tốt,chất lượng phục vụ kh ổn. Mình đã bảo check, tét tốt hãng ship.3 sao vì máy về bị lỗi loa ngoài. Mình đã thay loa mới 200k. Cửa hàng hỗ trợ 50k để xiết ốc chân loa bị lỏng nhưng không phải lỏng. Cửa hàng đưa ra phương án ship hồi lại để sửa tốt rồi lại ship lại cho mình nhưng thấy rất mất time cả đi lẫn về bắc - nam, chắc phải mất trục ngày. Nên mình tự sửa vậy.",Design,positive,negative,positive → negative,1
"Nhóm màu: Nhiều màu 
Dung lượng lưu trữ: 128gb giao hàng nhanh, điện thoại sau 3 ngày sử dụng vẫn tốt. Hàng cũ mà nhìn như mới, chỉ có chút vết trầy ở ổ sạc",Design,positive,negative,positive → negative,1
"Giải trí xem như hài kịch cảm ứng nhảy múa như đang lắc lư theo nhạc,",Display,negative,neutral,negative → neutral,1
"Màu sắc: Đen 
Phân loại: Nguyên seal chấp nhận trong tầm giá. Cử chỉ vuốt lên xuống trong app facebook chưa mượt so với máy có màn cùng tần số quét 90. Hình thức đẹp, cứng cáp.",Display,negative,positive,negative → positive,1
"Nhóm màu: Màu xanh lá cây 
Dung lượng lưu trữ: 128gb dung lượng lưu trữ đủ sử dụng., chất lượng camera ấn tượng!, độ phân giải màn hình tuyệt vời.,",Display,negative,positive,negative → positive,1
"Đúng với mô tả: Tốt 
Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Đẹp sau một thời gian trải nghiệm thì có vài điểm nhận xét sau máy đẹp, đúng mô tả tất cả các chức năng đều tốt, dây sạc + củ cũng tạm ổn. Máy mình hình như vân tay hơi bị lỗi chung quy lại là máy rất ổn và ngon với nhu cầu là làm máy phụ chơi game. Có thể sẽ ủng hộ cửa hàng những dịp tiếp theo",Display,negative,positive,negative → positive,1
"Mua được với giá 9tr3. Lướt mượt, ngày đầu về chơi game nóng nhưng sau thì đỡ. Sạc nhanh, lúc sạc hơi nóng. Cửa hàng tư vấn nhiệt tình. Lần đầu tiên mua điện thoại trên shoppee nên hơi hoang mang nhưng thấy cũng ổn. Video chống rung nhẹ. Chụp không căng bằng ip nhưng cũng ok. Chơi game lâu hết pin. Mỏng, cầm nhẹ vừa tay. Màn cong nên mua thêm ppf dán. Chính hãng giá này ổn cho anh em chơi game nhẹ và chụp hình tạm tạm nha.",Display,neutral,positive,neutral → positive,2
Phân loại sản phẩm: Màn incell hàng chính hãng samsung. Thông số giống mô tả. Tốt trong tầm giá! cho cửa hàng 5 sao nhé!,Display,neutral,positive,neutral → positive,1
Cửa hàng uy tín nha. Lúc tư vấn cửa hàng bảo máy ám màn vừa. Nhưng khi nhận máy thì mình nhìn muốn toét mắt mới thấy được nó ám chổ nào. Ám rất nhẹ. Cửa hàng mô tả máy 97% nhưng khi nhận máy mình khá ngạc nhiên là nó rất ít trầy. Chỉ bị trầy 1 tí ở cổng sạc mặt lưng và 4 viền xung quanh vẫn sáng bóng. Chưa trầy nhiều nói chung tiệm cận 98%. Máy không còn áp và pin chai hơi nhiều rồi nên không cầm pin lâu được. Nhưng mình có thể chấp nhận được vì giá rẻ nên không đòi hỏi máy phải quá ngon được. Nói chung cửa hàng uy tín nhé.,Display,positive,negative,positive → negative,1
"Nhóm màu: Midnight 
Dung lượng lưu trữ: 128gb cửa hàng đóng kĩ, giao từ hà nội nhưng khá nhanh sản phẩm thì tốt. Tuy nhiên có hở màn hình 1 đoạn ngắn, nhưng đây là lỗi chung của ip thì phải nên vẫn cho 5 sao",Display,positive,negative,positive → negative,1
Không biết có bền hay không. Sốnimei không trùng vỏ hộp,General,negative,neutral,negative → neutral,1
"Chất lượng sản phẩm: Sử dụng nghe gọi không được, loa cứ bị rè 
Tính năng nổi bật: Không 
Đúng với mô tả: Khác hoàn toàn mô tả giao điện thoại không đúng mẫu như lừa khách hàng nhắn tin thì không trả lời nói chung chung thì cũng tạm nhưng ghét cái là lừa dối khách hành",General,neutral,negative,neutral → negative,1
"Nhóm màu: Màu vàng 
mua màu vàng giao màu hồng máy 2 sim 2 sóng, lưu trữ được 256gb",General,neutral,negative,neutral → negative,1
"Chất lượng sản phẩm: Trung bình 
Đúng với mô tả: Sai:)) thật ra thì tôi biết trước là 8/128 rồi nhưng vì rẻ nên mua mọi người thao khảo dữ liệu thật nhé:)",General,neutral,positive,neutral → positive,2
"Máy đúng mô tả, sử dụng được",General,neutral,positive,neutral → positive,1
"Mới lấy hàng, nhưng vẫn đánh giá 5 sao, chưa khui",General,neutral,positive,neutral → positive,1
Nguyên seal,General,neutral,positive,neutral → positive,1
"Tính năng nổi bật: Một chiếc điện thoại rất cơ bản 
Chất lượng sản phẩm: Độ hoàn thiện tốt. 
Đúng với mô tả: Vì không có nhiều đặc tính nên tả cũng ngắn gọn và chính xác trải nghiệm cầm điện thoại nhỏ gọn thật tốt, rất tiện mà lại không vướng víu. Và vì màn hình nhỏ nên ít lướt linh tinh => thời lượng pin cao :)) à, không có phím âm lượng ngoài nên đang gọi chưa biết giảm âm lượng kiểu gì, để mò vài hôm xem sao.",General,neutral,positive,neutral → positive,1
Chê cái là biết cửa hàng quá muộn chứ không là mua sớm hơn rồi,General,positive,negative,positive → negative,1
"Màu sắc: Xanh dương ram/bộ nhớ: Ram 8g/128g hàng nội địa china, máy đẹp cỡ 98%, khi mở nguồn thì có tiếng việt, phần cài đặt ngôn ngữ bên trong thì không thấy tiếng việt, đổi ngôn ngữ khác xong mất luôn tiếng việt luôn mọi người, pin tốt, sạc nhanh turbo, màn amoled sáng đẹp, 2 loa âm thanh hay, có hồng ngoại, camera thì xấu, chụp màu sắc không tươi, zoom chỉ 6x, chắc camera đểu, tóm lại không phải hàng chính hãng",General,positive,negative,positive → negative,1
"Máy ổn giao hàng nhanh, nên dán cho khách hàng luôn chứ tặng miếng dán kèm điện thoại khách hàng không biết dán gây xấu đến máy",General,positive,negative,positive → negative,1
Điện thoại tốt nhưng là điện thoại cũ... Voi tinh nang khong duoc mượt.... Mot so ung dung tai ve bi loi. Song wifi chap chon luc co luc không.... Con lai thi tốt,General,positive,negative,positive → negative,1
Ai mua thì hãy lên google xem cách chuyển tính năng nhé,General,positive,neutral,positive → neutral,1
"Có phẩy ở vỏ, nhưng chắc là hàng mới, đã khui seal cài TV, đang ở hyperos v816",General,positive,neutral,positive → neutral,1
"Màu: Trắng dòng máy: Iphone x/xs/xsmax ghi lại những khoảnh khắc trong các màu sắc khác nhau,",General,positive,neutral,positive → neutral,1
"Máy còn nguyên seal và đầy đủ phụ kiện, sẽ test máy 1 thời gian xem ổn định không.",General,positive,neutral,positive → neutral,1
Nói chung là cũng tạm ổn còn độ bền còn chờ thời gian mới biết được,General,positive,neutral,positive → neutral,1
Đúng hàng màu sắc đệp mua làm điện thoại dự phòng nói đúng sử dụng được bền không sử dụng mới biết,General,positive,neutral,positive → neutral,1
"Đúng với mô tả: Đúng 
Chất lượng sản phẩm: Chưa biết 
Tính năng nổi bật: Nghe gọi",General,positive,neutral,positive → neutral,1
"Nhóm màu: Màu đen bóng khả năng lưu trữ: 128gb đặt màu đen giao màu xám, rất mới. Pin xạc 100%lúc 20h đến 5h sáng còn 92% dù không sử dụng gì. Tụt pin hơi nhanh. Rất hài lòng. Sạc theo hộp sạc rất nhanh. Hy vọng máy bền. Tặng cửa hàng 5 sao.!",Packaging,negative,positive,negative → positive,1
"Nhóm màu: Xanh ngọc 
Dung lượng lưu trữ: 128gb máy đẹp như mới chắc chắn mượt. Cửa hàng giao sai màu nhưng có phản hồi. Chăm sóc khách hàng nhanh chóng. Sản phẩm pin hơi thấp nếu chơi game thì nhanh tụt pin chế độ chờ tầm 3 ngày.",Packaging,negative,positive,negative → positive,1
"Pin sụt nhanh chóng mặt. Pin không được như hãng nói. Thời lượng pin kém. Pin chỉ trụ được nửa ngày, phải sạc 2 lần/ngày rất bất tiện. Đóng hàng cẩn thận nhưng hộp hơi móp. Camera chụp thiếu sáng tệ",Packaging,negative,positive,negative → positive,1
Giao hàng tạm ổn sản phẩm giống mô tả đóng gói bình thường...!!!!!🙂,Packaging,neutral,positive,neutral → positive,2
"Camera thiếu chi tiết, ảnh thiếu tương phản. Khác với mô tả rực rỡ. Tính năng AI xử lý ảnh quá tay. Pin bình thường nhưng hiệu năng kém khi chụp liên tục, đóng gói tệ",Performance,negative,neutral,negative → neutral,1
"Hiệu năng hơi kém, dưới mức tạm được. Màu sắc máy ngoài đời xấu hơn. Pin sạc đầy rất lâu. Chăm sóc khách hàng hứa hẹn rồi mất tăm. Vận chuyển không có mã theo dõi",Performance,negative,neutral,negative → neutral,1
"Máy mới 95% sử dụng khá mượt ram 8/256 có bền không sử dụng mới biết ram &gb ảo thực tế ram4,128g máy bắt đầu lag chạy loạn màn hình pin tụt nhanh,loa rè",Performance,negative,positive,negative → positive,1
Máy pin rất trâu Snapdragon 685 yếu sinh lí,Performance,negative,positive,negative → positive,1
"Mình mua con V50 này chủ yếu lắp màn phụ vào nhìn cho oai. Dùng ok phết, dù hơi lag nếu chạy nhiều tác vụ quá nhưng cũng không mong đợi gì nhiều ở tầm giá này. Với cả cửa hàng cũng chu đáo dán sẵn miếng ppf để chống xước Máy đúng như mô tả nha, không vết xước gì mà lại như mới. 10₫",Performance,negative,positive,negative → positive,1
Đúng với mô tả: Đúng máy sử dụng oke mà chip 865 thời điểm này hơi đuối nên sử dụng nóng khá nhanh còn lại thì khá ổn sử dụng 1 thời gian thử xem sao,Performance,negative,positive,negative → positive,1
"Đúng với mô tả: Đúng với h. Ảnh 
Tính năng nổi bật: Khá mượt, còn khá mới 
Chất lượng sản phẩm: Khá tốt hơi lag 1 tí với lại hơi ít chứ năng nhưng vẫn tốt",Performance,negative,positive,negative → positive,1
Check ra là helio p35 không phải là snapdragon 460,Performance,neutral,negative,neutral → negative,1
Chất lượng sản phẩm: Hiệu năng ở mức tạm được cho các tác vụ hàng ngày. Pin dùng cũng cũng được trong một ngày làm việc nhẹ.,Performance,neutral,positive,neutral → positive,2
"Cửa hàng giao hàng nhanh, đặt điện thoại hôm trước hôm sau có ngay, cửa hàng tư vấn nhiệt tình. Về điện thoại thì nguyên seal full box Hiệu năng thì để test thêm rồi đánh giá lại sau",Performance,neutral,positive,neutral → positive,1
"Điện thoại thiết kế màn cong, cầm trên tay cho cảm giác rất mỏng nhẹ chắc chắn. Chưa dùng nhiều nên chưa trải nghiệm hết hiệu năng của máy. Săn sale được giá rẻ, cứ cho 5⭐ trước đã 😊",Performance,neutral,positive,neutral → positive,1
Chất lượng sản phẩm: Không được vui sản phẩm: Sản phẩm không như mô tả mình không hi vọng ở máy 1 triệu mặc dù máy giất mượt và tạm tạm nhưng cửa hàng lại lừa mình sản phẩm 256 gb sau khi mình kiểm tra thấy mấy đã. Kick 256 gb còn ram tht chỉ có 128 gb mình hi vọng cửa hàng đưa ra lời giải thích,Performance,positive,negative,positive → negative,1
"Lười chụp lắm, máy đẹp vc dùng cũng khá muoejt chơi game tốt, mỗi tội phần chụp ảnh ấn vào 6x là nó out mẹ ra không chụp được do máy hay do phần mềm v nhỉ",Performance,positive,negative,positive → negative,1
Chất lượng sản phẩm camera zoom rất kém. Đúng với mô tả cam tele không đạt mức quảng cáo. Tính năng nổi bật zoom mờ mất chi tiết. Review zoom 2x gần như vô dụng ảnh vỡ. Hiệu năng chấp nhận được nhưng xử lý ảnh chậm. Ship lâu gói không có bảo vệ chỗ ống kính. Chăm sóc khách hàng đùn đẩy mất thời gian trao đổi,Performance,positive,neutral,positive → neutral,1
"Chưa bao giờ nghĩ là sẽ mua 1 thứ giá trị như vậy trên shopee. Nhưng ho vọng là điện thoại không có vấn đề gì, trộm vía đơn hàng không có vấn đề, nhưng màu đen không đẹp lắm 😅 cửa hàng giao nhanh thần tốc nha hix, mua bị đắt hơn ngày sale gần 1 củ, biết thế đợi sale rồi mua",Price,negative,positive,negative → positive,1
"Màu sắc: Đen 
Phân loại: Nguyên seal sản phẩm chất giống sh mô tả, đóng gói tốt, giao hàng đúng thời gian,đang trải nghiệm sản phẩm cảm thấy tốt, mua 3tr3 xong sale phát còn 3tr ",Price,negative,positive,negative → positive,1
Nhóm màu: Đen cùng tầm giá thì oppo hơi cao. Sử dụng ổn. Nói chung là cũng được,Price,negative,positive,negative → positive,1
"Chất lượng sản phẩm: Trung bình 
Đúng với mô tả: Sai:)) thật ra thì tôi biết trước là 8/128 rồi nhưng vì rẻ nên mua mọi người thao khảo dữ liệu thật nhé:)",Price,neutral,positive,neutral → positive,2
"Đóng gói không cẩn thận lắm, lúc nhận hộp đã bị rách keo. Biết là giá rẻ thì chất lượng không tới đâu nhưng mà quá tệ. Màn hình với camera sau bị nhoè. Miếng cường lực phía trên vừa đè nhẹ vào đã bể. Màn hình ộp ẹp. Loa thoại bị rè, không nghe rõ",Price,positive,negative,positive → negative,1
"Săn sale được giá 6tr8 tặng full combo tai nghe, đồng hồ. Thỉnh thoảng vào check canh sale giá trên 7cu3 đừng mua nhé anh em. T mua về 6tr8 bán lại được 7tr5 lời 700k + combo tai nghe, đồng hồ. Kkk",Price,positive,neutral,positive → neutral,1
"Bên nhà vận chuyển đã làm hộp móp méo nhiều sợ ảnh hưởng đến sản phẩm. Cũng may là máy không có vấn đề gì. Máy đẹp, không có gì chê và có 18 tháng bảo hành, xuống tiền cũng thấy yên tâm. Cửa hàng tư vấn nhiệt tình. Cảm ơn cửa hàng và ủng hộ cửa hàng 5sao. Mình chỉ thấy bên nhà vận chuyển là tốt lắm. Dù sao hàng cũng có giá trị nên vận chuyển để ý tí.",Shipping,negative,positive,negative → positive,1
"Chăm sóc khách hàng không cho đổi trả. Chính sách cứng nhắc. Hỗ trợ sau bán hàng kém. Máy lỗi nhỏ nhưng không được đổi mới, chỉ được sửa chữa. Shipping nhanh nhưng đóng gói không cẩn thận",Shipping,positive,negative,positive → negative,1
"Hàng tốt, giao 5 ngày + 2 ngày kho nghỉ là 1 tuần mới có máy nhưng máy chuẩn Việt Nam, shipper giao cũng kêu mang cccd và chụp ảnh lại được nha",Shipping,positive,negative,positive → negative,1
Giao hàng tạm ổn sản phẩm giống mô tả đóng gói bình thường...!!!!!🙂,Shipping,positive,neutral,positive → neutral,2
"Chất lượng sản phẩm: Tốt 
Đúng với mô tả: Máy đẹp máy ổn,pin thì chắc khoảng 80%, máy nhà mạng docomo, thuần nhật 100%, tuy nhiên cửa hàng tặng kèm cục sạc vô lý quá, đầu sạc và dây sạc chẳng liên quan gì nhau luôn, được cái giao hàng rất nhanh,có video quay lại nhưng hơn 2 phút không cho tải lên, cảm ơn cửa hàng",Shop_Service,negative,positive,negative → positive,2
"Hiệu năng quá nóng và lag. Không xứng với giá tiền. Dễ quá nhiệt khi sử dụng liên tục. Máy nóng ran như lửa đốt dù chỉ lướt Facebook, chơi game là giật tung. Chăm sóc khách hàng bảo là bình thường, không hỗ trợ đổi. Shipping thì rất nhanh",Shop_Service,negative,positive,negative → positive,1
"Sản phẩm: Hàng lỗi hoặc bị hư hỏng bàn vẫn sáng nk màn không sử dụng rdc, được bảo hành không ạ",Shop_Service,neutral,negative,neutral → negative,1
"Đúng với mô tả: Hmmmm 
Chất lượng sản phẩm: Tốt
Lúc order thì hết màu tím, nên đành phải chọn màu đen. Ngủ dậy sáng hôm sau thì đã có hàng mới màu tím, nhắn tin hỏi cửa hàng có đổi không thì được báo là sẽ note cho bên kho để họ đổi lại đơn. Mà khi nhận vẫn là màu đen, cũng không có confirm trước đó là đổi thành công hay như nào. Tai nghe được tặng thì cũng không có gì đánh giá, có cũng được mà không có cũng chả sao, vì không kì vọng gì nhiều hàng tặng kèm. Còn lại điện thoại cũng tốt, mượt và giá rẻ. Phải tốn 1 chút thao tác để loại bỏ quảng cáo trên điện thoại tàu.",Shop_Service,neutral,positive,neutral → positive,1
"Phiên bản: Bản 2 sim 
Dung lượng lưu trữ: 256gb mình đặt máy 256gb. Cửa hàng gửi máy chỉ có 128gb. Yêu cầu cửa hàng đổi máy gấp. Sau khi làm việc với cửa hàng mình tốt rồi nhé",Shop_Service,positive,negative,positive → negative,1
"Sản phẩm: Sản phẩm không như mô tả làm ăn vớ vẩn. Hàng giao không đúng mô tả. Có video mở hàng đầy đủ. Có liên hệ cửa hàng ngay sau khi mở gói hàng. Cửa hàng đồng ý cho trả hàng. Có quay video đóng gói hàng. Chờ lâu không thấy shiper lấy hàng. Đến khi có đơn hàng mới, yêu cầu shiper mang hàng về thì không mang",Shop_Service,positive,negative,positive → negative,1
"Ảnh do máy chụp, Sau hơn 2 tuần sử dụng thấy không lỗi lầm gì nha, cửa hàng trước khi gửi hàng sẽ báo tình trạng và có video của máy sẽ giao đến cho mình!",Shop_Service,positive,neutral,positive → neutral,1
