sentence,aspect,true_sentiment,predicted_sentiment,confusion_type
Xem đánh giá thấy 4.9 sao cũng tin tưởng mua nhưng lại không vừa ý chút nào😪😪1tr mua máy chính hãng cũ dòng khác còn tốt hơn,General,negative,positive,negative → positive
Variation3: đen xanh vàng dung lượng lưu trữ: 32gb phân loại sản phẩm: 50cai. Hàng như sít hư,General,negative,positive,negative → positive
Hàng nguyên seal,General,neutral,positive,neutral → positive
"Chất lượng sản phẩm: tốt Đúng với mô tả: đúng Tính năng nổi bật: bt máy vào hơi chậm. Nhưng với giá hơn 1 củ thì cũng tốt rồi, cũng không thể đòi hỏi như các dòng máy đời cao được.",Performance,neutral,positive,neutral → positive
"Máy cũng khá tốt, lâu lâu có bị out ứng dụng, nhưng màn hình thì khá dễ vỡ dù cửa hàng đã tặng kính và ốp, lỡ tay rớt nhẹ mà vỡ luôn góc màn ở camera trước 😅, trong khi điện thoại cũ của mình không ốp không kính cường lực rơi nhiều mà không bị gì 😆",Performance,neutral,positive,neutral → positive
"Sử dụng làm điện thoại phụ cũng tốt, hơi đơ hơi load chậm xíu nhưng với giá này cũng được rồi.",Performance,negative,neutral,negative → neutral
"Chất lượng sản phẩm: sạc nhanh quảng cáo nhưng thực tế không thấy. Đúng với mô tả: sạc chỉ là sạc thường. Tính năng nổi bật: pin không giữ được. Review: sạc từ 20->80% lâu, pin tụt khi chờ, hiệu năng bình thường, đóng gói rời rạc, ship trễ",Performance,neutral,negative,neutral → negative
Chất lượng sản phẩm: toots Tính năng nổi bật: chx game ổn chx game gì cũng được không chx được roblox,Performance,negative,positive,negative → positive
"Cái đầu tiên mình nhận có bụi màn nhiều, có vết xước mờ phải nhìn kỹ mới nhận ra. Mình liên hệ cửa hàng và ra tận cửa hàng để đổi máy mới, tuy nhiên cái thứ hai tiếp tục có 1 chấm bụi nhỏ, được cái mình thấy máy mới hơn, không có vết xước nào. Mình rất nghi ngờ về việc cửa hàng ship cho mình hàng đã bị đổi trả, vì máy mình lấy tại cửa hàng mới hơn từ hộp ngoài luôn. Mình nghĩ nếu mình đổi tiếp cái thứ 3 thì xác suất dính bụi là 99% nên mình không đổi nữa mà nhắm mắt cho qua :))) mình nghĩ nó rẻ cũng vì lô sản xuất này dính nhiều lỗi bụi màn, không có ai đen đến mức lấy 2 con máy mà vẫn dính lỗi như mình cả. Mình không hài lòng với cách xử lý ban đầu của cửa hàng, nhưng sau vẫn hỗ trợ mình đổi nên thôi tạm chấp nhận đi. Đối với mình màn hình không xấu như mọi người chê, nhu cầu cơ bản nó đều đáp ứng được, mới active được mấy ngày sử dụng thấy khá ổn. Mong là sẽ sử dụng được lâu dài.",Shop_Service,neutral,positive,neutral → positive
Tính năng nổi bật: vừa tầm tiền tốt Đúng với mô tả: tốt Chất lượng sản phẩm: bị hư phần mic ghi âm tìm kiếm bằng giọng nói của ứng dụng ghi âm + youtube và google là không được cửa hàng phản hồi tin nhắn khá chạm,Shop_Service,negative,positive,negative → positive
Variation3: đen variation1: không hộp (mới 100%) trừ 1 điểm vi màn không được nhạy cho lắm. Pin cũng xac hơi lâu va mau hết. Máy 1 sim hơi bất tiện. Được cái chu cửa hàng rất nhiệt tình.,Shop_Service,positive,negative,positive → negative
Chất lượng sản phẩm: camera sau bị lỗi đo sáng sai khi quay video. Đúng với mô tả: đo sáng chính xác. Tính năng nổi bật: quay video bị tối/sáng bất thường. Review: quay video bị tối sáng liên tục. Pin tụt thảm hại. Chăm sóc khách hàng bảo do ánh sáng,Shop_Service,neutral,negative,neutral → negative
"Hiệu năng bị đơ. Dễ treo máy. Hiệu năng kém. Máy hay bị đơ cứng, phải chờ 1 lúc hoặc khởi động lại. Chăm sóc khách hàng bảo kiểm tra lại mạng. Pin sử dụng cũng bình thường",Shop_Service,negative,neutral,negative → neutral
"Nhóm màu: màu đen nhám dung lượng lưu trữ: 128gb chất lượng:máy rất đẹp, không thấy tì vết gì. Tính năng:đã sử dụng thử vài ngày, pin khá ổn, hy vọng bền lâu. Nếu sắp tới không phát sinh vấn đề gì thì sẽ tiếp tục ủng hộ cửa hàng vài sản phẩm nữa.",Battery,neutral,positive,neutral → positive
"Trước mắt sử dụng tạm ổn.camera 0,5 hơi mờ.pin chỉ còn khoảng 80%.",Battery,negative,neutral,negative → neutral
Hàng rât tốt chỉ pin hơi yếu,Battery,negative,positive,negative → positive
"Nhóm màu: xanh dương dung lượng lưu trữ: 128gb chất lượng camera ấn tượng!,tuổi thọ pin lâu dài., thiết kế mượt mà, rất ưng!,",Battery,negative,positive,negative → positive
Nhóm màu: đen điện thoại tương đối được giao hàng nhanh pin mau hết mạng yếu mua 2 cái bị hư 1 cái thôi cho 3 sao thôi,Battery,negative,positive,negative → positive
Ac mua cũng cân nhắc nhé.trong 15 ngày thì đổi trả hoàn tiền.nhưng còn bảo hành 12 tháng thì phải tự gửi tự chịu phí đó nha.loa thì rè gửi tin nhắn không được,Warranty,neutral,negative,neutral → negative
"Máy dựng, ổ cắm tai nghe cũ lắm rồi, không có cảm biến nfc để xác thực vneid. Mới bật máy lên hơi lag nhưng cập nhật xong tốt. Bảo hành 6 tháng nên hôm sau có phát sinh gì sửa đánh giá sau",Warranty,neutral,negative,neutral → negative
Đóng gói chuẩn chỉ. Còn nguyêan seal. Ngày kích hoạt bảo hành là ngày đặt hàng,Warranty,negative,positive,negative → positive
"Chất lượng sản phẩm: pin phồng nhẹ sau vài tuần. Đúng với mô tả: bảo hành rườm rà. Tính năng nổi bật: quản lý pin không hiệu quả. Review: pin phồng phải đem bảo hành, chờ lâu, nhân viên hỗ trợ né trách nhiệm",Warranty,positive,negative,positive → negative
"Sau 15 ngày sử dụng, máy xử lý mượt, chạy đa tác vụ ổn, không bị đơ ứng dụng, camera nét. Cửa hàng mak có bảo hành thêm màn hình nữa thì tốt hơn.",Warranty,neutral,positive,neutral → positive
"Color family: color random sản phẩm: cáp sạc quá ngon,máy không quá mắc tiền nhưng chất lượng nhận được thì qua tuyệt, ngoại hình cũng đẹp, giao hàng lại nhiệt tình nên mình rất hài lòng",Price,neutral,positive,neutral → positive
"Máy xách tay can thiệp phần cứng nhầm kích ram rom báo ảo, máy báo 8/256 nhưng check cpu-z thì chỉ có 6/128 thôi mà mức giá này anh em nên tìm máy khác tốt hơn nhé, lỗi mạng 5g và lỗi mốt số ứng dụng chuyên cho realme nữa nói chung không nên mua",Price,negative,positive,negative → positive
3Tr để mua 1 con máy tàu thì không nên.chơi game không ổn định ai mua nên tham khảo lại,Price,negative,positive,negative → positive
"Hàng chính hãng, nguyên seal box, kích hoạt bảo hành trước vài ngày, giá cạnh tranh trên thị trường",Price,neutral,positive,neutral → positive
Sau một khoảng thời gian sử dụng thấy ổn. Không bị lỗi hệ thống. Nhưng bị một lỗi là màn hình đốm trắng ( hơi mờ ). Pin hơn 2400. Giá 570k cũng được.,Price,neutral,positive,neutral → positive
"Chăm sóc khách hàng không cho đổi trả. Chính sách cứng nhắc. Hỗ trợ sau bán hàng kém. Máy lỗi nhỏ nhưng không được đổi mới, chỉ được sửa chữa. Shipping nhanh nhưng đóng gói không cẩn thận",Shipping,positive,negative,positive → negative
"Khả năng lưu trữ: 128gb nhóm màu: đen rất tuyệt, cửa hàng chăm sóc khách hàng tốt, ngay sau khi đặt cửa hàng gọi ngay và tb tình trạng hàng. Hàng đóng gói kỹ. Vì hàng giao chậm hơn dự kiến nên còn được cửa hàng giảm giá theo giá mới niêm yết. Mọi xử lý đều nhanh, cảm ơn vì đã giữ lời giảm giá. Hy vọng cửa hàng luôn giữ chữ tín như đã làm với tôi.",Shipping,neutral,positive,neutral → positive
"Sản phẩm mới, không kèm phụ kiện,đóng gói cẩn thận, chuẩn bị hàng lâu,giao hàng nhanh, máy chạy không mượt",Shipping,positive,negative,positive → negative
Chuẩn bị hàng lâu tuy nhiên giao hàng vẫn trong thời gian dự định.,Shipping,positive,negative,positive → negative
"Giao hàng nhanh, nhưng máy bị nứt màn hình, không vào youtube được, chỉ nghe gọi, zalo, lướt web siêu chậm, máy siêu nóng, mau hết pin, thường bị đơ.",Shipping,positive,negative,positive → negative
Nhóm màu: đen dung lượng lưu trữ: 16gb the mua 1 làn không có lần sau....mua dat máy đẹp giao máy nhìn không giống ai xấu tệ tham tệ.... Cả nhà lửa chỗ khác mua di,Design,negative,positive,negative → positive
Pin máy hết nút nguồn bị móp nhé sử dụng tốt giá rẻ vậy là quá tốt máy cũ không trách được mong sử dụng bền,Design,negative,positive,negative → positive
"Chất lượng sản phẩm: thiết kế gọn, cầm vừa tay; đóng gói chắc chắn và đầy đủ phụ kiện theo mô tả.",Design,neutral,positive,neutral → positive
Đúng với mô tả: yes Tính năng nổi bật: sạc nhánh Chất lượng sản phẩm: ngoại hình hơi xước xíu tổng thể máy rất hài lòng máy hiệu năng cao hơi nóng có sạc nhánh vừa chơi sạc không chai pin màn hình dài đọc wed khá đã (mặc dù đặt màn ám nhẹ giờ chưa thấy nó ám icon ;)))) cảm ơn cửa hàng nha vì giữ đúng lời hứa :)))),Design,negative,positive,negative → positive
"Nhận xét từ ngoài vào trong nhé. -Cảm giác hơi phũ khi gói hộp carton cũ mèm móp méo, tất nhiên chống sốc khá kĩ rồi không tổn hao gì hộp của máy nhưng cảm giác khi mua 1 món đồ flagship của 1 hãng lớn quốc tế như vậy thật tệ(trong khi đó tôi cũng mua ốp và dán màn của 1 cửa hàng nhỏ, cũng ship từ tphcm, hộp carton thẳng thớm mới toanh, gói sang trọng)-> điểm trừ - mua của cửa hàng trải nghiệm nhưng tem nhãn của tablet plaza, cảm giác hơi cấn cấn như kiểu bị lừa vì không ai nói cho mình biết như vậy-> trừ - hàng chưa kích bảo hành như cửa hàng nói - về máy nè: nhanh, đẹp, sang nhưng hơi nặng. Ai còn bất tiện,kém chính xác. Chỉnh ảnh xóa hình tạo sinh không được như các review trên mạng, có trường hợp còn báo chịu không làm được. Cam bình thường(so với các flagship), chế độ x100 hình vỡ nhòe phế vật không biết cho vào làm gì. Pin mới sử dụng vài ngày nên chắc máy chưa tối ưu -> thời lượng trung bình khá, tạm chưa kết luận nhưng tạm thời hơi thất vọng, sạc nhanh cũng tạm được thôi chưa đủ tiện chưa đủ sảng khoái. Màn hình thì tốt bao tốt.",Design,positive,negative,positive → negative
"Phiên bản 8/256, ngoại hình 90%, màn hình xướt nhẹ, đã dán sẵn miếng dán ppf, mặt lưng và camera xướt nhiều, pin không trâu lắm, loa hay như loa bluetooth, cổng sạc đôi khi không ăn điện, săn sale được giá 4tr",Camera,negative,positive,negative → positive
"Tốt tôi đã nhận được hang ,giao hàng nhanh đúng hẹn máy đẹp nhưng quay video và chụp ảnh mờ nhoè",Camera,negative,positive,negative → positive
"Nhóm màu: ultramarine dung lượng lưu trữ: 128gb 📸chất lượng camera:m 🔋thời lượng pin:màu sắc hiển thị sống động, chất lượng máy ảnh tuyệt vời, màu sắc hiển thị sống động, nhiều tùy chọn màu sắc,",Camera,neutral,positive,neutral → positive
"Đúng với mô tả: tuyệt vời Tính năng nổi bật: tốt Chất lượng sản phẩm: tuyệt vời một con máy rất tuyệt,tốt nhất trong phân khúc 2-3 triệu máy chạy mượt camera tạm ổn",Camera,neutral,positive,neutral → positive
Sau gần 1 tháng sử dụng thì mình có những đánh giá như sau: tuy chỉ sử dụng các tác vụ nhẹ nhưng thỉnh thoảng vẫn lag chậm; chụp ảnh ở mức tạm lấy nét chậm ảnh có màu hơi chói hơn bên ngoài; được cái sạc nhanh 25w; cửa hàng tặng củ sạc và tai nghe; đóng gói kĩ,Camera,neutral,negative,neutral → negative
Chất lượng sản phẩm: tốt không tạo được nhân bản ứng dụng za lo.còn Facebook và ứng dụng khác thì được,Software,neutral,positive,neutral → positive
"Pin 80, máy sử dụng tốt nhận sim nhưng không bật được internet ngoại hình ổn, sử dụng làm máy phụ khá ngon thật tuyệt vời perfect invisible cí lùm mía máy nhận sim nhưng không bật được internet...",Software,negative,positive,negative → positive
"Đúng với mô tả: đúng mô tả Chất lượng sản phẩm: tốt Tính năng nổi bật: lướt app, web mượt mà máy đẹp chất lượng tạm thời ổn chỉ là sử dụng bàn phím ảo thì không sử dụng được bàn phím cứng hơi, bàn phím ảo hơi nhỏ bấm khó khăn",Software,negative,positive,negative → positive
"Điện thoại tốt. Nhưng 3 sao cho sản phẩm vì không nhân bản được ứng dụng zalo. Chỉ nhân bản được Facebook, mes, tiktok. Cửa hàng dịch vụ tốt",Software,negative,positive,negative → positive
"Máy cũng khá tốt, lâu lâu có bị out ứng dụng, nhưng màn hình thì khá dễ vỡ dù cửa hàng đã tặng kính và ốp, lỡ tay rớt nhẹ mà vỡ luôn góc màn ở camera trước 😅, trong khi điện thoại cũ của mình không ốp không kính cường lực rơi nhiều mà không bị gì 😆",Software,neutral,negative,neutral → negative
"Đúng với mô tả: gooodddd Tính năng nổi bật: gọn, nhẹ, màn đẹp Chất lượng sản phẩm: tốt nhỏ gọn xinh xắn, cửa hàng uy tín…… nhược điểm: âm lượng hơi nhỏ",Audio,negative,positive,negative → positive
"Chất lượng sản phẩm: hiệu năng yếu, loa thoại nghe bị rè. Đúng với mô tả: camera chụp ảnh màu sắc bị sai lệch. Tính năng nổi bật: pin sạc chậm. Review: gọi điện mà loa rè không nghe rõ. Ảnh chụp màu nhợt nhạt. Pin sạc cả buổi mới đầy. Đóng gói thì tệ",Audio,positive,negative,positive → negative
Sản phẩm tốt trong tầm giá.không biết do nguyên nhân gì có phản ánh người nghe cuộc gọi là loa rè.còn lại mọi thứ bt,Audio,negative,positive,negative → positive
#NAME?,Audio,neutral,negative,neutral → negative
"Chất lượng sản phẩm: củng ổn ,chuông hơi nhỏ",Audio,negative,positive,negative → positive
