sentence,aspect,sentiment
"điện thoại thì bình thường trong tầm giá, mua hàng thì thấy + tai nghe nhưng nhận hàng không có. lúc nhận hàng có quay clip nhưng nôn chuyển qua máy mới sử dụng nên bị mất video, không có video cửa hàng không xử lý. thôi lỗi tại mình nôn quá nhưng cửa hàng 1 sao, đóng hàng cũng không check kỹ, không có lần mua thứ 2",Packaging,negative
Vui vẻ không nhạt nhẽo mỗi lần sử dụng là một trải nghiệm bất ngờ khác nhau,Others,neutral
"Nhóm màu: màu xanh da trời mình đã nhận được hàng, ưng ý nhé, điện thoại đẹp, sử dụng rất tốt nhé,cửa hàng đóng gói cẩn thận,giao hàng nhanh",Design,positive
"Chất lượng sản phẩm: đóng gói đáp ứng tiêu chuẩn vận chuyển, bao gồm lớp bảo vệ bên trong.",Packaging,neutral
ngoại hình: máy đẹp tân trang có lẽ vì vấn đề chuyển đi xa. quá trình vận chuyển rung lắc nhiều có lẽ mấy trạm gì đó nên không sử dụng được.trả hàng và hoàn tiền.,Design,positive
"Tính năng nổi bật: hiệu năng mạnh 
Đúng với mô tả: đúng 95% lúc mới đặt hàng bật lên test thử thì thấy rất ưng, sản phẩm đẹp mắt cả trong lẫn ngoài nhưng lâu lâu vẫn có trường hợp lag lag. máy nhiều quảng cáo cần mình phải tự tắt bớt đi. nhận hàng lúc trưa 13h mở lần đầu, test sản phẩm pin ~ 50% sau đó tắt máy để ở nhà đi làm tới 12h đêm thì máy cạn pin không mở lên được phải sạc. không biết đây là trường hợp bình thường hay pin lỗi tụt nhanh trong vòng 9 tiếng không đụng chạm tới, mong cửa hàng hỗ trợ em.",Performance,positive
"Cửa hàng đóng gói tốt, không ngờ tặng thêm cục pin, zay sạc nhưng không có củ sạc, chưa test chưa biết nha cho 5 sao, nếu nếu máy tốt sẽ giới thiệu người thân mua. Đánh giá sau 1 tuần là màn hình coi như xong, nó nhảy từa lưa luôn thôi chịu, lần đầu cũng như lần cuối, chịu cửa hàng",Packaging,positive
"Lần đầu mua điện thoại 99% trên sàn. Mình mua cho bạn nhân viên sử dụng trong công việc. Nhìn chung là hài lòng. Mình không rành lắm về công nghệ, nhưng mở máy thấy đã cài đặt sẵn app thì ưng ý vô cùng.",General,positive
Phần mềm sẽ được cập nhật theo lịch trình của nhà sản xuất,Shipping,neutral
"Chất lượng sản phẩm: không đạt 
Đúng với mô tả: gian lận 
Tính năng nổi bật: máy 3tr8 nhưng chất lượng như đồ chơi, không xứng đáng, hối hận",Price,negative
"Đúng với mô tả: dung 
Chất lượng sản phẩm: tốt 
Tính năng nổi bật: no cam tiện cho nhưng ng đi làm cty cấm sử dụng smartphone hay không camera",General,positive
hiệu năng yếu đa luồng chậm. đóng gói hộp lớn không vừa vali. chăm sóc khách hàng không hoàn phí ship.,Performance,negative
"Chất lượng sản phẩm: mới sử dụng, nên chưa đánh giá được,, nhưng mình đã mua sản phẩm của cửa hàng này, lần này là lần thứ 2 rồi, lần trước sài tốt lắm.. 
Tính năng nổi bật: màu sắc đúng như mô tả,, 
Đúng với mô tả: sản phẩm tốt , máy còn mới,,.. Với tầm giá này mà có sản phẩm như vậy là tốt,, chúc cửa hàng luôn buôn may bán đắt...",Price,positive
"Nhóm màu: starlight 
Dung lượng lưu trữ: 128gb sạc không dây kèm thêm. Sẽ đánh giá khi dùng lâu hơn mới mua nên chưa dám chưa ra kết luận",General,neutral
"Máy nóng, pin tụt nhanh, còn lại đều ổn cửa hàng tặng củ sạc nhanh 33w khá ưng",Battery,negative
chất lượng sản phẩm chất lượng kém so với giá. đúng với mô tả thiếu 1 số phụ kiện. tính năng nổi bật camera màu lệch autofocus chậm. review ảnh chụp bị ám vàng autofocus thường fail. hiệu năng lướt web tốt nhưng đa nhiệm kém. đóng gói thiếu foam bảo vệ ship bên vận chuyển làm móp. chăm sóc khách hàng trả lời bằng mẫu không cá nhân hoá,Shop_Service,negative
Mình không hi vọng ở máy 1 triệu mặc dù máy rất mượt nhưng cửa hàng lại lừa mình sản phẩm 256 gb sau khi mình kiểm tra thấy mấy đã kick 256 gb còn ram thật chỉ có 128 gb mình hi vọng cửa hàng đưa ra lời giải thích,Shop_Service,neutral
"Mua 4 lần rồi máy tốt thì ks lần này mua thì thấy lỗi có dấu hiệu thì không giải thích rõ ràng chỉ chốt câu bên bảo hành không báo lại không có lỗi ( không giải thích là tại sao máy lại bị vậy , hay như nào khiến tình trạng đó xảy ra chỉ biết là bảo hành bảo không lỗi là không lỗi 🙏🏻 ) thời gian xử lí thì lâu , hỏi thì bên này đùn bên kia sợ thật , đang cbi nhận máy lại để xem tình trạng nnao chứ 1 sao này dành cho dịch vụ chăm sóc khách hàng tệ còn máy nếu hỏng mà không được đổi trả thì đúng -1 sao ?",Shop_Service,negative
Chất lượng sản phẩm tuyệt vời quá lần sau sẽ ủng hộ tiếp ạ cửa hàng nhiệt tình giao hàng nhanh,Shipping,positive
"giới thiệu là 2 sim nhưng khi nhận là bản 1 sim hàn,thêm nữa bị mất luôn vân tay.đổi trả phiền toái nên bóp bụng mà sử dụng tạm",Shop_Service,negative
"mua vế thấy nó nhỏ xíu à, với lại còn khác nữa chứ sử dụng mà sợ theo dõi không á nhưng lỡ nhận rồi không trả được",Others,neutral
"Màu sắc: đen 
Phân loại: fullbox mới thời lượng pin lâu dài., phiên bản quốc tế tuyệt vời với khả năng tương thích toàn cầu., chất lượng camera ấn tượng., giá trị tuyệt vời cho số tiền bỏ ra., hiệu suất mượt mà với chip snapdragon 480., thích màu bạc của điện thoại., sạc nhanh thật tuyệt vời.,",Performance,positive
"Dung lượng lưu trữ: 8+256 hàng đẹp như mẫu, mới sử dụng nên chưa rõ chất lượng. Giao hàng nhanh, giá hợp lí.",Price,positive
trưa nhận hàng thì hết pin mang ra sạc thì 90 phút vào được 15%. nhắn tin hỏi cửa hàng pin chai thì kêu điện thoại bên cửa hàng toàn sạc 8 tiếng mới đầy. hàng lỗi thì nói thẳng ra hàng lỗi. cửa hàng không uy tín,Battery,negative
"hàng chính hãng, đỉnh cao của samsung",General,positive
"Nhóm màu: yellow 
Dung lượng lưu trữ: 128gb hàng chính hảng tốt. Nhưng chọn màu vàng mà mặt sau nó ra màu kem trắng hơi nữ tính hu hu..",General,positive
"Kém, vỏ lỏng sai thông số lag, pin tụt nhanh, ship trễ 4 ngày,",Design,negative
"Sản phẩm đúng với mô tả, giao hàng nhanh, máy hơi lác, thiết kế đẹp, có nhu cầu sẽ ủng hộ cửa hàng tiếp.",Shipping,positive
"Máy đầu tiên nhận về bị nhiều bụi màn hình và có vết xước. Sau khi đổi, máy thứ hai vẫn còn một chấm bụi nhỏ. Do nghi ngờ đây là lỗi chung của cả lô hàng nên tôi không đổi nữa. Ban đầu tôi không hài lòng với cách xử lý của cửa hàng, nhưng cuối cùng họ vẫn hỗ trợ đổi nên tạm chấp nhận. Bỏ qua lỗi bụi, máy vẫn đáp ứng tốt nhu cầu cơ bản và màn hình không tệ như lời đồn.",Display,negative
không biết bền không hình ảnh mang tính chất nhận xu,General,neutral
Màu sắc: xanh biển loa rõ ràng và to,General,positive
Máy thì sử dụng tốt nhưng sạc thì lúc cắm vô lúc không vô sạc chậm nựa,Battery,negative
Hộp sản phẩm được đóng gói đầy đủ các thành phần.,Packaging,neutral
Chất lượng sản phẩm phần mềm nhiều quảng cáo trải nghiệm tệ. Đúng với mô tả không thông báo có quảng cáo sẵn. Tính năng nổi bật hiệu năng chịu ảnh hưởng quảng cáo lag. Review máy tích hợp app rác pop up quảng cáo làm chậm thiết bị. Pin tụt nhanh hơn bình thường. Đóng gói tốt nhưng phụ kiện thiếu. Chăm sóc khách hàng lúng túng không rõ ràng chính sách đổi trả,General,negative
"bị trầy không như quảng cáo nhạy cảm nhiệt,",General,negative
"Sản phẩm: phần mềm youtube xem phim không được , cứ xoay vòng vòng.",General,negative
"Có người quen giới thiệu nên cũng tin tưởng và mua ủng hộ cửa hàng . Được 1 cái là cửa hàng giao hàng nhanh còn chất lượng thì y như người quen của mình đã nói luôn, siêu tuyệt vời, đã thế còn giá rẻ nữa, chần chờ gì mà không mua nữa bà con ơi",Shipping,positive
"Máy nhạy màn hình bự chuông cũng lớn nữa, gọi điện thì hơi nhỏ xí nhưng mà máy rẻ chính hãng sử dụng rất oke nha",Display,positive
"Nhóm màu: đen hàng đẹp, giá tốt, sẽ ủng hộ cửa hàng tiếp, giao hàng nhanh........",Price,positive
"điện thoại vượt ngoài mong đợi,cửa hàng tư vấn hổ trợ nhiệt tình 10đ",Shop_Service,positive
chất lượng sản phẩm chất lượng kém so với giá. đúng với mô tả thiếu 1 số phụ kiện. tính năng nổi bật camera màu lệch autofocus chậm. review ảnh chụp bị ám vàng autofocus thường fail. hiệu năng lướt web tốt nhưng đa nhiệm kém. đóng gói thiếu foam bảo vệ ship bên vận chuyển làm móp. chăm sóc khách hàng trả lời bằng mẫu không cá nhân hoá,Packaging,negative
Chưa có cơ hội kiểm tra camera dưới trời mưa,Camera,neutral
"Tính năng nổi bật: cấu hình mạnh , máy mượt , cam đẹp trong tầm giá. 
Đúng với mô tả: không đúng ram rom chỉ 6/128 thôi 
Chất lượng sản phẩm: ổn nhận xét sau 2 tuần sửa dụng máy ,máy đã thay vỏ nhưng mình vẫn chấp nhận được vì máy đã ra mắt khá lâu rồi h mà đào ra máy nguyên zin trong tầm giá rẻ như này thì không thể, đáng lẻ mình sẽ đánh giá 5 sao nhưng hàng dựng lại rất sơ sài nắp lưng không thấy 1 tý keo nào bị bung ra hết khá là buồn😞 mong cửa hàng nên kiểm tra cẩn thận và kĩ càng hơn khi giao hàng tới tay người sử dụng",General,positive
Mình mới chỉ sử dụng các tác vụ cơ bản nên chưa thể đưa ra nhận xét về hiệu năng.,Performance,neutral
"Đúng với mô tả: đẹp 
Tính năng nổi bật: nhỏ gọn cute 
Chất lượng sản phẩm: tốt
Điện thoại đẹp dễ thương",General,positive
Hiệu năng giật khi scroll web pin chỉ trụ 4h xem phim chăm sóc khách hàng thái độ cáu kỉnh,Shop_Service,negative
"Dở tệ sai kém chăm sóc kh chậm. Camera màu lệch.,",Camera,negative
Chất lượng ảnh chụp cần thêm thời gian để kiểm chứng. Pin đi kèm có dung lượng đúng như mô tả.,Camera,neutral
Variation3: bạc variation1: không hộp (mới 100%) lần đầu tiên mua qua mạng hơi sợ xíu nhưng lúc bốc hàng máy mới không một vét xướt mua với giá 2 triệu 7 là quá ngon rồ sạc kèm theo là hiệu hoco sẽ ủng hộ cho lần tiếp theo,Price,positive
Màu máy: màu xanh sản phẩm: oppo a15s 8/256gb mình đã mua của cửa hàng lần thứ hai rồi giá cả hợp lý vừa túi tiền bỏ ra máy sử dụng rất là tốt chuẩn đúng chính hãng luôn nha cửa hàng tặng sạc cáp ốp lưng về mình chỉ lắp sim vào là sử dụng thôi với giá tiền thế này mà có được chiếc điện thoại thì còn hơn gì được nữa,Price,positive
"Đúng với mô tả: tạm 
Chất lượng sản phẩm: tạm 
Máy có xước sát nhẹ",Design,negative
"Bị trầy, giống hàng display 'mới 100%' sai cam có điểm đen, đổi trả khó,",Design,negative
"Đúng với mô tả: đúng 
Tính năng nổi bật: sử dụng rất mượt mà thoải mái 
Chất lượng sản phẩm: rất tốt đây là con máy rất ngon trong phân khúc 5 triệu hàng chính hãng sử dụng rất mượt do có tần số quét 120hz và chơi game cũng mượt do có không gian quản lí trò chơi.nói chung thì máy rất ngon nha,cửa hàng uy tín và hỗi trợ nhiệt tình không có gì chê cả,thời gian giao hàng khá lâu nhưng là do mình ở tận tít trên miền bắc nên thế là điều hiển nhiên rồi.5 sao và luôn ủng hộ cửa hàng trong tương lai",Performance,positive
"Mình cũng xem review về em này rồi mình thấy cũng tốt á chip thì tốt trong phân khúc giá cả tốt nữa chứ 🥰. Nói chung là đáng mua á, nhưng mà điện thoại này sử dụng chơi game, Facebook, tt, ytb, nhạc cũng tốt. Chụp hình thì không đáp ứng được với người thích chụp ảnh .",Camera,negative
"Rất tuyệt vời! tôi đã mua by-v trước đó, nó trông giống nhau nhưng có 4 micro và hộp sạc. Nó thực sự hữu ích cho việc chụp ảnh cảnh và âm thanh rõ ràng hơn.",Camera,positive
Màn hình có tần số quét ở mức tiêu chuẩn.,Display,neutral
"Chất lượng sản phẩm: chất lượng tốt 
Đúng với mô tả: đúng với mô tả 
Tính năng nổi bật: chưa sử dụng nên không biết cửa hàng gói hàng chỉ bọc 1 lớp chống sốc mỏng, sợ trong quá trình gửi hàng có bị quăng quật ảnh hưởng tới điện thoại bên trong.",Packaging,negative
"áp xu và voucher luôn thì săn được giá 1260k sử dụng được mấy ngày thì bị sọc ngang dọc rồi tắt nguồn luôn khôg mở lên được, chạy lên sg sữa chữa thì chỗ đó xảy ra cháy nổ pin điện thoại sau 1 time xem xét thì trung tâm bảo hành đổi cho cái mới",Shop_Service,positive
"Tính năng nổi bật: đóng gói cẩn thận 
Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt
Tài xế giao hàng chụp hình cccd của tôi trong khi quy trình chỉ cần xuất trình cccd thôi.",Packaging,positive
Đơn vị vận chuyển xác nhận đã nhận hàng từ người bán.,Shipping,neutral
"Tính năng nổi bật: dung lượng nhiều cực 
Chất lượng sản phẩm: rất tốt",General,positive
"Tính năng nổi bật: snapdragon 778g mạnh 
Chất lượng sản phẩm: đẹp 
Đúng với mô tả: chưa đúng lắm cửa hàng fake thông tin lên 8/256gb thật ra máy 6/128gb,màn hình thi thoảng bị mất 144hz nhưng chip khoẻ phù hợp với giá tiền",Display,negative
Việc đóng gói bao gồm thân máy và các phụ kiện đi kèm như trong mô tả.,Packaging,neutral
"Chất lượng sản phẩm: ổn 
Tính năng nổi bật: tuơng đối 
Đúng với mô tả: tuơng đối bữa hỏi trong live bạn kia nói có ghi âm cụôc gọi thảo tác mà tìm hoài không ra",General,positive
"Giá cả sản phẩm là tạm ổn so với những gì nhận được. Thiết kế cơ bản, cầm nắm thoải mái nhưng mặt lưng dễ xước.",Design,negative
"Tính năng nổi bật: 5g 
Đúng với mô tả: đúng 
Chất lượng sản phẩm: tệ
Máy thỳ đôi lời chia sẻ như sau máy cong pin yếu cảm ứng thi thoảng đơ đơ cửa hàng báo đánh giá 5sao nhận 10k mà kg cho nên cho 1 sao cho nhớ 👉ram fix ảo + màn thay vỏ thay",General,negative
Làm thế nào để kiểm tra phiên bản hệ điều hành hiện tại trên máy?,General,neutral
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt sản phẩm nhìn đẹp, cứng cáp. Giao nhanh. Tuy nhiên cảm giác với ram ảo có khi bị lag nhẹ nhưng nhanh đi vào ổn định .",General,positive
Chạy mượt camera cũng tốt .chỉ có thắc mắc đây là hàng cũ hay mới .thẻ sim rút ra bị chày xước rất nhiều,Camera,positive
"Tính năng nổi bật: tốt 
Đúng với mô tả: tốt 
Chất lượng sản phẩm: tốt
Trải nghiệm gần 1 tháng quay lại đánh giá, máy ổn màn hình đẹp ngoại hình tầm cỡ 93% vài vết xước dăm không đáng kể. nghe nhạc chơi game mượt pin hơi hẹo on screen tầm 3-4h còn lại tốt!",Display,positive
"Chất lượng sản phẩm khá tốt, nên mua và sử dụng không thấy bị lỗi",General,positive
"Mình chưa sử dụng đến dịch vụ bảo hành nên chưa rõ, về chăm sóc khách hàng thì mình sẽ đánh giá sau.",Shop_Service,neutral
Mức giá của sản phẩm tương ứng với cấu hình được công bố. Chính sách bảo hành hợp lý.,Price,neutral
"Tính năng nổi bật: có hỗ trợ nfc 
Chất lượng sản phẩm: tốt 
Đúng với mô tả: đúng dung lượng cao, màn hình 120hz thao tác mượt mà, chiến game tầm trung thì được chứ mấy dạng game nặng như genshin thì không cân được đâu nhé, nhưng 1 lỗi đáng phải trừ nhất chính là bản thân điện thoại lại không có kho lưu trữ ảnh chính của máy (hay còn được gọi là album ảnh ở các dòng máy khác) chỉ có duy nhất google photo cho nên mình phải tải thêm ứng dụng lưu trữ ảnh về nên khá là bất tiện",General,positive
Màn hình có kích thước 6.4 inch.,Design,neutral
"Chất lượng sản phẩm: thiết kế gọn, cầm vừa tay; đóng gói chắc chắn và đầy đủ phụ kiện theo mô tả.",Design,positive
"Sản phẩm mới 70%, không có sạc, mua màu đen lại gửi màu vàng. Nhưng sử dụng vẫn ổn, lag ít, chạy khá mượt, giao hàng nhanh.",Shipping,positive
hàng nguyên seal. nhưng yêu cầu xuất hoá đơn lại thì nhất quyết không xuất. 5 sao sản phẩm. 1 sao hỗ trợ.,Packaging,positive
"Camera chụp ảnh xấu. Màu sắc ảnh bị sai lệch. Hiệu năng yếu. Ảnh chụp mờ, thiếu chi tiết. Máy lag khi lướt web. Đóng hàng chỉ là túi nylon. Ship siêu chậm",Shipping,negative
"Nhóm màu: màu xanh đậm 
Dung lượng lưu trữ: 128gb hàng nhận được một hôm thử tạm thời không có vấn đề gì.cũng không hy vọng xảy ra.ngoại quan đẹp, trông như mới.cửa hàng nhiệt tình.giá mà có ôp kèm theo.",Shop_Service,positive
"Lần đầu tiên mua điện thoại trên mạng với đơn hàng đắt nhất trên shopee mà mình từng mua, (mình hạng vàng, bình thường toàn mua quần áo và đồ linh tinh ) , săn live của võ hoàng yến còn 3tr330. Cảm nhận sau khi mở :máy đẹp, lướt nhanh... Còn camera thì theo mình không đẹp bằng oppo mình đang sử dụng. Cửa hàng giao hàng nhanh nhưng bên vận chuyển thì hơi lâu. Sử dụng thêm 1 tuần nữa mình sẽ đánh giá lại.",Camera,negative
"Tính năng nổi bật: trickger chơi game rất ổn 
Đúng với mô tả: chơi game không bị drop fps nhé, nhưng sẽ khá nóng vì là gaming phone không bóp hiệu năng 
Chất lượng sản phẩm: cầm chắc tay, loa nghe hay, đồng hồ săn sale rất ngon :)))) chơi game bị giảm sáng khá khó chịu, bệnh của ip, anh em chơi trong nhà thì được chứ ngoài trời bó tay",Performance,positive
Hiệu năng đa nhiệm rất tệ. Máy đã bị bóc seal trước đó. Pin sạc đầy lâu hơn nhiều so với quảng cáo. Đóng hàng thiếu tai nghe. Ship tới trễ 6 ngày,Packaging,negative
"Màu sắc: màu ngẫu nhiên sản phẩm: chất lượng sản phẩm tuyệt cửa hàng vui vẻ nhiệt tình, tư vấn nhanh chóng shipper giao hàng thân thiện mình hài lòng nhận được gói hàng mà ưng lắm 10 điểm cho cửa hàng luôn, cảm ơn cửa hàng nhiều",Shipping,positive
"Sử dụng được vài ngày thì máy cứ tự sập nguồn.vì mua lâu hết thời gian trả hàng. Đổi thì mất ship mà hơi bất tiện,không có gì bảo đảm. Không nên mua.",General,negative
"lỗi màn hình không giống quảng cáo hiệu năng lag. mua về chưa sử dụng được 2 ngày đã thấy màn hình chớp liên tục, game nặng là đơ luôn.,",Performance,negative
"Tính năng nổi bật: đóng gói cẩn thận 
Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt
Tài xế giao hàng chụp hình cccd của tôi trong khi quy trình chỉ cần xuất trình cccd thôi.",Shipping,neutral
Màu máy: màu đen sản phẩm: samsung a10 3/32gb máy sử dụng ổn nha cửa hàng đã mua cửa hàng lần 2 rồi máy vẫn rất tốt nha .vừa tầm giá .mà mây còn mới sài full mọi chức năng cửa hàng tư vấn nhiệt tình .giao hàng nhanh .sẽ ủng hộ thêm khj có nhu cầu tặng cửa hàng 5*,General,positive
Hiệu năng chậm khởi động máy. Ship chậm khu vực miền núi. Chăm sóc khách hàng yêu cầu tự ship lại tốn kém.,Shop_Service,negative
Shipping không theo dõi được camera màu lệch lạc hiệu năng giật khi multitask,Shipping,negative
Ngoại hình tốt nhưng màn bị nhiều chấm trắng,Display,negative
"Sản phẩm điện thoại có chất lượng vô cùng tốt, giá thành hợp lí",Price,positive
