data,Battery,Camera,Performance,Display,Design,Software,Packaging,Price,Audio,Warranty,Shop_Service,Shipping,General,Others
Chất lượng sản phẩm: lượng chất kém đêm camera. Đúng với mô tả: đêm không đúng quảng cáo. Tính năng nổi bật: đơ yếu lag pin mau. review: kém vô nhiễu dụng đêm chụp. pin mau hết đơ game máy. giải vấn đề chăm sóc khách hàng không quyết,Negative,Negative,,,,,,,,,Negative,,,
Đúng với mô tả: lag nha pin thì nhanh hết không nên mua sản phẩm: sản phẩm chất lượng kém,Negative,,Negative,,,,,,,,,,,
"Chất lượng sản phẩm: nóng nhanh khi quay video hoặc chơi. Đúng với mô tả: tản nhiệt không tốt. Tính năng nổi bật: không giữ hiệu năng lâu. review: quay 10-15p là nóng, máy giảm tốc, ship muộn",Negative,,Negative,,,,,,,,,Negative,,
"( lưu ý..)hàng dỏm..... không cáp không cục sạc ...pin thì sạc lâu dô, mà đầy pin.. sài tầm chưa được 1 tiếng hết pin , ( chỉ xem youtube thôi ) đã thế kén cục sạc ,• không nên mua•   ram1,5,  bộ nhớ 8gb , ( không phải 16gb) chỉ cài tiktok,  xem tiktok 1 clip lắc tầm 40s mới xem được ..xem live thì khỏi luôn lắc kinh khủng....youtube thì xem tạm được , ( cài thêm zalo , Facebook lắc kinh khủng đứng máy khỏi sài luôn. )  , cài nhiêu đoá là hết bộ nhớ ... thẻ nhớ hổ trợ max 32g lắc đứng máy...mọi người nên chọn sản phẩm khác ...",Negative,,Negative,,,,,,,,,,,
Chất lượng sản phẩm: máy bị lỗi tự khởi động lại ngẫu nhiên. Đúng với mô tả: hệ thống ổn định. Tính năng nổi bật: đang sử dụng tự nhiên máy bị reset. review: máy tự khởi động lại không rõ nguyên nhân rất bực mình. pin tụt thảm hại. ship không đúng địa chỉ đã đặt,Negative,,,,,,,,,,,Negative,,
"Chất lượng sản phẩm: camera quay video mờ. Đúng với mô tả: video kém chất lượng. Tính năng nổi bật: không đặc biệt. review: quay fullhd vẫn nhòe. pin yếu, ship trễ 3 ngày, đóng gói tạm bợ",Negative,Negative,,,,,Negative,,,,,Negative,,
"quá tệ không giống ảnh chút nào camera mờ, pin tụt nhanh sau 1 tiếng sạc đầy đã hết 30% pin",Negative,Negative,,,,,,,,,,,,
Chất lượng sản phẩm: đầy yếu pin lâu sạc. Đúng với mô tả: quảng cáo không giống pin. Tính năng nổi bật: kém yếu hiệu năng. review: chậm mau tụt sạc pin. nặng game mạnh không máy. quả chăm sóc khách hàng thiếu hiệu hỗ trợ,Negative,,Negative,,,,,,,,Negative,,,
"thiếu phụ kiện, quên củ sạc trong hộp. khác với mô tả đầy đủ bộ. tính năng sạc không tương thích. pin hao sau vài lần sạc, đóng gói lỏng lẻo",Negative,,,,,,Negative,,,,,,,
Chất lượng sản phẩm: hiệu năng không ổn định bị giảm xung đột ngột. Đúng với mô tả: chip xử lí mạnh mẽ. Tính năng nổi bật: đang chơi game bị giật lag kinh khủng. review: máy bị drop fps thường xuyên không chơi game được. pin thì tệ không nói. chăm sóc khách hàng không có chuyên môn hỗ trợ,Negative,,Negative,,,,,,,,Negative,,,
"Chất lượng sản phẩm: camera trước màu sai so với mắt thường. Đúng với mô tả: ảnh quảng cáo quá khác thực tế. Tính năng nổi bật: cam thiếu dải tương phản. review: selfie ám xanh/vàng tuỳ cảnh, ảnh mất chiều sâu, pin chỉ trụ vài giờ, đóng gói ẩu, giao muộn",Negative,Negative,,,,,Negative,,,,,Negative,,
shipping chậm không bồi thường camera macro rung pin sạc lỗi ngắt,Negative,Negative,,,,,,,,,,Negative,,
"Chất lượng sản phẩm: máy hay tự reload tab, ram quản lý kém. Đúng với mô tả: hiệu năng thực tế thua xa thông số. Tính năng nổi bật: chế độ tiết kiệm pin vô dụng. review: reload liên tục khi multitask, chơi game giật, pin xuống nhanh, đóng gói lỏng lẻo, giao muộn, chăm sóc khách hàng trả lời lòng vòng",Negative,,Negative,,,,Negative,,,,Negative,Negative,,
"Chất lượng sản phẩm: kém an toàn. Đúng với mô tả: tạm được. Tính năng nổi bật: nóng khi sạc. review: vừa sạc vừa sử dụng máy nóng bỏng tay pin thì tụt nhanh, cảm giác không an toàn chút nào",Negative,,,,,,,,,,,,,
"Chất lượng sản phẩm: camera góc rộng méo hình, chụp ảnh xấu. Đúng với mô tả: pin tụt không kiểm soát, đang 50% tự sập nguồn. Tính năng nổi bật: hiệu năng quá tệ so với giá tiền. review: camera góc rộng chụp cho có thôi chứ méo hết cả ảnh. pin ảo, báo láo. hiệu năng không đáng tiền. ship hàng thì muộn hơn ngày dự kiến",Negative,Negative,Negative,,,,,Negative,,,,Negative,,
"Chất lượng sản phẩm: hiệu năng không tốt, hay giật. Đúng với mô tả: thiếu nhiều tính năng quảng cáo. Tính năng nổi bật: pin không bền. review: máy nóng nhanh, fps rớt khi chơi, pin tụt nhanh, đóng gói sơ sài, ship muộn, chăm sóc khách hàng phản hồi chậm",Negative,,Negative,,,,Negative,,,,Negative,Negative,,
"Tính năng nổi bật: có Chất lượng sản phẩm: tốt Đúng với mô tả: nhìn nhỏ hơn và không được như mô tả máy gram nhỏ và thỉnh thoảng bị lang , rất nhanh nóng máy và hết bin.sử dụng nghe gọi đi xa cầm cho tiện thì tốt",Negative,,Negative,,,,,,,,,,,
"Chất lượng sản phẩm: tính năng tối ưu game không hoạt động, fps tụt. Đúng với mô tả: chế độ gaming bị thổi phồng. Tính năng nổi bật: không tối ưu cho game. review: bật chế độ game vẫn drop frame, nóng máy, pin tụt, ""chăm sóc"" hẹn nhiều lần",Negative,,Negative,,,,,,,,Negative,,,
pin máy hết nút nguồn bị móp nhé sử dụng tốt giá rẻ vậy là quá tốt máy cũ không trách được mong sử dụng bền,Negative,,,,Negative,,,Positive,,,,,,
điện thoại sử dụng khá ngon nhưng sử dụng được 5p là sập nguồn nên đánh giá 4sao,Negative,,,,,,,,,,,,,
"máy sạc vào chậm, không kèm bộ sạc, sử dụng đơ",Negative,,Negative,,,,,,,,,,,
"Chất lượng sản phẩm: hiệu năng tụt sau 1 tuần. Đúng với mô tả: thông tin chip sai. Tính năng nổi bật: không có. review: lúc đầu nhanh, 1 tuần sau lag liên tục. ship chậm, hộp rách",Negative,,Negative,,,,Negative,,,,,Negative,,
"Chất lượng sản phẩm: thermal throttling rõ rệt khi tải nặng, hiệu năng tụt. Đúng với mô tả: tản nhiệt yếu. Tính năng nổi bật: không phù hợp tác vụ nặng. review: chơi game 20-30p là tụt fps, máy nóng, pin tụt nhanh, đóng gói sơ, ship trễ, chăm sóc khách hàng không bồi hoàn",Negative,,Negative,,,,Negative,,,,Negative,Negative,,
shipping muộn camera selfie over pin hao pin standby,Negative,Negative,,,,,,,,,,Negative,,
nhóm màu: màu xanh điện thoại đẹp .nhưng sao mau hết bin vây sop,Negative,,,,Positive,,,,,,,,,
"Chất lượng sản phẩm: pin báo % nhảy loạn rồi sập nguồn. Đúng với mô tả: quản lý pin tệ. Tính năng nổi bật: không ổn định. review: 30% bỗng thành 2% rồi tắt, mất công. ship chậm, bảo hành rườm rà",Negative,,,,,,,,,Negative,,Negative,,
Chất lượng sản phẩm: máy bị nóng khi sử dụng app nhắn tin. Đúng với mô tả: tản nhiệt tốt khi sử dụng app thường. Tính năng nổi bật: sử dụng zalo 10p là máy nóng. review: sử dụng app nhắn tin thôi mà máy đã nóng ran. pin sử dụng không được nửa ngày. ship không đúng địa chỉ,Negative,,,,,,,,,,,Negative,,
"Chất lượng sản phẩm: sản phẩm lỗi. Đúng với mô tả: không đúng mô tả. Tính năng nổi bật: không hoạt động như mong đợi. review: máy bị đơ, pin yếu, shipper giao hàng không đúng hẹn",Negative,,Negative,,,,,,,,,Negative,,
"Tính năng nổi bật: phần mềm tối ưu kém, để chờ hay sử dụng hao pin nhanh, tính năng không đầy đủ không kỹ lưỡng. Đúng với mô tả: quay video rất nhòe giật bất thường Chất lượng sản phẩm: kém, không đáng tiền mua máy chẳng may lỗi hay hỏng hóc trong quá trình vận chuyển những cửa hàng mall kiểu này không hoàn trả được hàng, không cho đồng kiểm. gửi hàng hoàn đến gần tháng rồi không cho hoàn hàng, shopee lấy lý do vớ vẩn không đúng thực tế mình quay và gói hàng rất kỹ lưỡng ký tên chống mở hộp đầy đủ, giờ không biết có mất luôn hàng không",Negative,Negative,,,,Negative,,Negative,,,,,,
Chất lượng sản phẩm: màn hình bị lỗi tự động tắt màn hình nhanh. Đúng với mô tả: tùy chỉnh thời gian tắt màn hình. Tính năng nổi bật: tự động tắt màn hình sau 5s không chạm. review: đang đọc báo màn hình tự tắt. pin kém phải sạc 2 lần. ship bị giao nhầm người,Negative,,,Negative,,,,,,,,Negative,,
"Chất lượng sản phẩm: app chụp hình lag. Đúng với mô tả: phần mềm chậm. Tính năng nổi bật: nhiều app không sử dụng. review: chụp hình bị trễ, máy full app rác, pin hao nhanh",Negative,,,,,Negative,,,,,,,,
"hàng chính hãng, seal thì nhăn nheo như bị dán lại. có lẽ check máy trước khi gửi khách. chăm sóc khách hàng quá chán, mua hàng onl nhưng hỏi cái gì cũng bắt đem máy ra cửa hàng. máy sử dụng nhanh nóng, lướt shopee 15 20p phải dừng lại vì quá nóng. pin tụt nhanh. tai thỏ lướt bên trái là thông báo, bên phải vẫn là thông báo. phải lướt hẳn về góc phải mới mở được tt điều khiển.",Negative,,,,,,,,,,Negative,,,
đóng gói thiếu foam máy móp pin tụt 10% giờ camera selfie over,Negative,Negative,,,,,Negative,,,,,,,
"pin hao khi chơi game, máy nóng nhanh. camera màu lệch, hỗ trợ khách hàng bot máy móc.",Negative,Negative,,,,,,,,,Negative,,,
"điện thoại mini nhìn nhỏ gọn, đầy đủ chức năng nhưng pin thì rất tệ.. để không sử dụng nhưng vẫn bị giựt pin , để qua đêm giựt 40% pin .. sạc đầy 100% trưa hôm trước không sài mà sáng hôm sau tắt nguồn luôn... mặt sau điện thoại thì lỏng lẻo nhấn vào lõm lõm không chắc chắn ... nhắn cửa hàng thì cửa hàng không phản hồi, làm ăn thiếu trách nhiệm... điện thoại này không nên mua nha mọi người... phí tiền... để thì bảo hành này kia mà nhắn tin cửa hàng im ru...",Negative,,,,Negative,,,,,,Negative,,,
"điện thoại cũ nhưng quá kém, nút nguồn bị liệt, sạc không vô.",Negative,,,,Negative,,,,,,,,,
Chất lượng sản phẩm: camera góc rộng bị tối viền (vignette) nặng. Đúng với mô tả: ảnh góc rộng sắc nét đồng đều. Tính năng nổi bật: chụp cảnh rộng không sử dụng được vì viền tối. review: chụp cảnh không đẹp vì 4 góc ảnh bị đen thui. pin sử dụng 3-4 tiếng là hết. chăm sóc khách hàng không biết lỗi này là gì,Negative,Negative,,,,,,,,,Negative,,,
về sử dụng suốt ngày mất mạng.mấy pin nhanh hết,Negative,,Negative,,,,,,,,,,,
"Chất lượng sản phẩm: máy lag khi chơi game nhẹ. Đúng với mô tả: hiệu năng thổi phồng. Tính năng nổi bật: camera sau thiếu chi tiết. review: chơi liên quân fps rớt, ảnh mờ viền, pin xuống nhanh, đóng gói sơ, giao hàng muộn",Negative,Negative,Negative,,,,Negative,,,,,Negative,,
sản phẩm: hàng lỗi hoặc bị hư hỏng sạc cắm không vào,Negative,,,,,,,,,,,,,
"hỏng hàng tái chế pin không thay thế được, tuổi thọ ngắn,",Negative,,,,,,Negative,,,,,,,
"Chất lượng sản phẩm: chế độ game mode còn tệ hơn lúc thường, pin yếu. Đúng với mô tả: không. Tính năng nổi bật: không có. review: bật chế độ gaming lên để chơi game thì máy còn lag hơn, thông báo vẫn hiện lên che màn hình, đã vậy pin tụt cực nhanh",Negative,,Negative,,,,,,,,,,,
"Chất lượng sản phẩm: bt Tính năng nổi bật: bt Đúng với mô tả: không mới mua về chưa bao lâu pin phù , dở",Negative,,,,,,,,,,,,,
Chất lượng sản phẩm: hiệu năng giảm mạnh sau khi cài đặt theme. Đúng với mô tả: cá nhân hóa không ảnh hưởng tốc độ. Tính năng nổi bật: đổi theme là máy lag giật. review: cài theme khác là máy chậm hẳn. pin sử dụng 3 tiếng hết sạch. chăm sóc khách hàng bảo do theme không tương thích,Negative,,Negative,,,,,,,,Negative,,,
"chăm sóc không xem xét, pin yếu băng thông cao. camera xóa phông tai lệch, đóng gói giấy mỏng manh.",Negative,Negative,,,,,Negative,,,,Negative,,,
hiệu năng máy tuột dốc sau vài lần cập nhật. camera chụp chân dung không xóa phông tốt. sạc nhanh lúc nhận lúc không. ứng dụng liên tục bị force close. chăm sóc khách hàng xử lý yêu cầu bảo hành quá chậm. shipping phải mất 8 ngày,Negative,Negative,Negative,,,,,,,,Negative,Negative,,
"Chất lượng sản phẩm: phần mềm nhiều lỗi, app hệ thống crash. Đúng với mô tả: bản cập nhật chưa ổn. Tính năng nổi bật: assistant/ai hay sai. review: app treo giữa chừng, phải restart, cập nhật không khắc phục, pin giảm sau cập nhật, đóng gói bình thường, chăm sóc khách hàng không có fix rõ",Negative,,,,,Negative,Neutral,,,,Negative,,,
"máy khởi động lâu, app nặng giật liên tục. không giống mô tả về mượt mà. tính năng đa cửa sổ hay crash. pin xuống nhanh, sạc không đạt tốc độ quảng cáo, đóng gói lỏng lẻo, chăm sóc khách hàng trả lời qua loa",Negative,,Negative,,,Negative,Negative,,,,Negative,,,
Chất lượng sản phẩm: hơi tệ so với kỳ vọng Đúng với mô tả: không Tính năng nổi bật: bình thường khuyên thật mọi ng không nên mua đâu ạ điện thoại vivo y 19 mà ở trong phần cái đặt bluetooth thì là thiết bị z5i camera thì đầy bụi ở trong mua máy vivo nhưng lại cho tai nghe với sạc của oppo lại còn là sạc fake pin thì pin ảo rõ ràng quảng cáo nói 5.000 mili ampe khi sử dụng thì sử dụng thì chỉ có được tầm 3 tiếng là gần hết rồi máy cứ sử dụng là nóng thỉnh thoảng còn lag tắt đi bật lại thì mới hết lag chs game thì lúc đôi lúc đứng yên màn hình đang gọi messenger thì tự nhiên ngắt cuộc gọi giữa chừng khi điện thoại giao về thì có bị xứt một tí lúc mua thì cửa hàng nói bảo hành 6 thánh những lúc kêu bảo hành thì lại bắt gửi ra để kiểu tra em còn là hs thì làm gì có tiền viền điện thoại còn hơi méo nữa rõ ràng là vivo y19 nhưng thông số máy giống hệt con vivo u10 của tôi với tầm giá như thế thì được máy này là cũng chưa ổn cho lắm cân nhắc thật kỹ trước khi mua hàng tại nghe thì bên được bên không với tâm giá 1 triệu khi cũng không đòi hỏi nhiều ở con điện thoại này,Negative,,Negative,,Negative,Negative,,Negative,,Negative,Negative,,,
máy sài mượt. nhưng mỗi lần khi cắm sạc vào thì tắt nguồn.,Negative,,Positive,,,,,,,,,,,
"Chất lượng sản phẩm: pin yếu. Đúng với mô tả: mô tả pin trâu. Tính năng nổi bật: hao pin. review: pin yếu kinh khủng, sử dụng chưa được nửa ngày đã phải sạc để qua đêm không sử dụng gì cũng mất 20% giao hàng chậm, gần cả tuần mới nhận được",Negative,,,,,,,,,,,Negative,,
Chất lượng sản phẩm: năng hiệu kém lag. Đúng với mô tả: khác mượt mà. Tính năng nổi bật: pin đầy chậm. review: pin giật sạc lâu. sơ gói đóng sài ship trễ,Negative,,Negative,,,,Negative,,,,,Negative,,
hiệu năng lag scroll mạng xã hội pin tụt đột ngột camera chụp xa mờ pin hao pin nhạc,Negative,Negative,Negative,,,,,,,,,,,
"đặt đen giao xanh nên trừ đỉm, máy sạc lâu, dễ nóng",Negative,,,,,,,,,,,Negative,,
hiệu năng đa nhiệm rất tệ. máy đã bị bóc seal trước đó. pin sạc đầy lâu hơn nhiều so với quảng cáo. đóng hàng thiếu tai nghe. ship tới trễ 6 ngày,Negative,,Negative,,,,Negative,,,,,Negative,,
Chất lượng sản phẩm: máy bị nóng khi sạc ngay cả khi tắt nguồn. Đúng với mô tả: kiểm soát nhiệt độ tốt khi sạc. Tính năng nổi bật: sạc pin nóng tới mức bỏng tay. review: sạc pin nóng quá sợ hỏng. pin thì nhanh hết. ship không đúng hẹn làm lỡ việc,Negative,,,,,,,,,,,Negative,,
"Chất lượng sản phẩm: pin sạc không dây rất nóng. Đúng với mô tả: wireless charge an toàn là lời quảng cáo. Tính năng nổi bật: coil nhiệt cao. review: đặt 5-10p là nóng, pin giảm dần, phải ngưng sạc, chăm sóc khách hàng không hỗ trợ đổi",Negative,,,,,,,,,,Negative,,,
nhanh hết pin quá,Negative,,,,,,,,,,,,,
"rẻ tiền lừa bịp pin yếu xìu tụt 50% gọi điện kiểu 'alô em yêu' chưa kịp tỏ tình, shipping muộn màng giao nhầm nhà hàng xóm, camera chụp đêm tối om như phim kinh dị budget thấp",Negative,Negative,,,,,,,,,,Negative,,
"màn hình bị loạn , lỗi tùm lum, nút home liệt, pin hết nhanh , sạc hơn 2 tiếng mà vẫn không bật được ,",Negative,,,Negative,,,,,,,,,,
"Chất lượng sản phẩm: pin chai chóng mặt, sập nguồn bất ngờ. Đúng với mô tả: runtime không giống quảng cáo. Tính năng nổi bật: chức năng tiết kiệm pin không hiệu quả. review: báo % nhảy, phải mang sạc theo, sạc không ổn định, hộp không chống sốc, ship không cập nhật, chăm sóc khách hàng không hỗ trợ kịp",Negative,,,,,Negative,Negative,,,,Negative,Negative,,
camera thiếu chống chói pin hao pin chờ shipping giao giờ muộn,Negative,Negative,,,,,,,,,,Negative,,
"camera sau chụp đêm quá tối, nhiều noise. màu sắc ảnh nhạt nhẽo. chăm sóc khách hàng phản hồi tự động. ảnh bị bệt, thiếu chi tiết. pin chỉ trụ được nửa ngày. chăm sóc khách hàng không giải quyết được vấn đề đổi trả",Negative,Negative,,,,,,,,,Negative,,,
"Chất lượng sản phẩm: camera chính thường out nét, ảnh nhiễu trong điều kiện ánh sáng yếu. Đúng với mô tả: khẩu phần quảng cáo khác xa thực tế. Tính năng nổi bật: chế độ night mode gần như vô dụng. review: ảnh bị bệt, mất chi tiết, pin trung bình, đóng gói sơ sài, ship trễ, chăm sóc khách hàng trả lời chậm không giải quyết rõ ràng",Negative,Negative,,,,,Negative,,,,Negative,Negative,,
tốc độ sạc không đúng như mô tả. sạc vào rất chậm. máy nóng khi cắm sạc. quảng cáo 65w nhưng sạc như 18w. pin sử dụng nhanh hết. chăm sóc khách hàng không giải thích được,Negative,,,,,,,,,,Negative,,,
"Chất lượng sản phẩm: pin có dấu hiệu bị chai dù mới mua. Đúng với mô tả: camera chụp ảnh không trong trẻo, bị đục. Tính năng nổi bật: hiệu năng sử dụng các tác vụ nhẹ cũng bị khựng. review: pin sạc đầy rút ra sử dụng 15p mất 10%. ảnh chụp cứ mờ mờ ảo ảo. hiệu năng chán. chăm sóc khách hàng thì không hỗ trợ sau khi bán hàng",Negative,Negative,Negative,,,,,,,,Negative,,,
"Chất lượng sản phẩm: camera thiếu sáng. Đúng với mô tả: ảnh không như quảng cáo. Tính năng nổi bật: pin yếu. review: camera chụp đêm mờ, màu giả. pin tụt nhanh, không đủ ngày. ship chậm, đóng gói tệ. chăm sóc khách hàng trả lời vòng vo",Negative,Negative,,,,,Negative,,,,Negative,Negative,,
"Chất lượng sản phẩm: gps bắt tín hiệu chậm, sai lệch. Đúng với mô tả: định vị không chính xác như quảng cáo. Tính năng nổi bật: cam panorama bị biến dạng. review: đi bộ app dẫn sai đường, chụp panorama méo, pin hao, hộp mỏng, ship trễ",Negative,Negative,,,,Negative,Negative,,,,,Negative,,
"pin kém. mô tả pin trâu là sai sự thật. hiệu năng lẹt đẹt. pin sử dụng không được 5 tiếng. máy chậm, mở app lâu. đóng gói mỏng. ship chậm, không thông báo",Negative,,Negative,,,,Negative,,,,,Negative,,
"Chất lượng sản phẩm: pin yếu, máy nóng. Đúng với mô tả: không đúng quảng cáo về hiệu năng. Tính năng nổi bật: camera chụp mờ. review: pin tụt nhanh, máy nóng khi chơi game. camera chụp ảnh thiếu chi tiết, màu nhạt. đóng gói sơ sài, ship trễ 3 ngày. chăm sóc khách hàng trả lời chậm, không giải quyết vấn đề",Negative,Negative,Negative,Negative,,,Negative,,,,Negative,Negative,,
"cảm ứng đơ không giống hình pin tụt nhanh chóng,",Negative,,,Negative,,,,,,,,,,
Chất lượng sản phẩm: chất lượng build kém viền máy bị xước dăm. Đúng với mô tả: chống trầy xước. Tính năng nổi bật: sử dụng 1 tháng viền máy bị xước dăm. review: máy rất dễ xước nhìn rất xấu. pin sạc lâu và sử dụng nhanh hết. chăm sóc khách hàng không bảo hành lỗi này,Negative,,,,Negative,,,,,,Negative,,,
"Chất lượng sản phẩm: sạc không dây quá chậm. Đúng với mô tả: công nghệ cũ. Tính năng nổi bật: máy nóng khi sạc. review: sạc 3 tiếng chưa đầy, máy nóng bất thường, đóng gói kém",Negative,,,,Negative,,Negative,,,,,,,
"Chất lượng sản phẩm: ứng dụng hay bị treo. Đúng với mô tả: hiệu năng yếu. Tính năng nổi bật: nhiều app rác. review: máy đơ khi mở nhiều ứng dụng, không gỡ được app mặc định, pin nhanh hết",Negative,,Negative,,,,,,,,,,,
"Chất lượng sản phẩm: pin báo ảo sau vài tuần, % nhảy lung tung. Đúng với mô tả: quản lý pin phần mềm kém. Tính năng nổi bật: không đáng tin về pin. review: 70% nhảy còn 10% rồi tắt, mất file giữa chừng, bảo hành xử lý lâu",Negative,,,,,Negative,,,,Negative,,,,
nhìn thì mới nhưng là đồ cũ. sài hồi tuột bin. nản,Negative,,,,,,,,,,,,,
"Chất lượng sản phẩm: sạc nhanh bị chai pin. Đúng với mô tả: phụ kiện kém. Tính năng nổi bật: máy nóng khi sạc. review: sạc 2 tuần là pin chai, máy nóng bất thường, đổi trả mất 10 ngày",Negative,,,,,,,,,,,,,
"Chất lượng sản phẩm: máy thường xuyên bị mất sóng wifi. Đúng với mô tả: pin sử dụng thực tế chỉ được nửa ngày. Tính năng nổi bật: camera chụp ảnh bị trễ, bắt khoảnh khắc chậm. review: đang sử dụng wifi thì tự rớt mạng. pin yếu. camera chụp rất chậm. chăm sóc khách hàng trả lời tin nhắn rất chậm",Negative,Negative,,,,,,,,,Negative,,,
chăm sóc khách hàng không giải quyết hiệu năng lag khi mở file pin hao pin gọi,Negative,,Negative,,,,,,,,Negative,,,
pin cực kỳ nhanh hết mặc dù mình để không cũng tự tụt. mọi người nên cân nhắc. mua được giá rẻ hơn cửa hàng nhưng như này thì chịu,Negative,,,,,,,Positive,,,,,,
"Chất lượng sản phẩm: hiệu năng yếu, load game nặng rất lâu. Đúng với mô tả: camera chụp thiếu sáng rất tối và nhiễu. Tính năng nổi bật: pin sạc thì lâu mà sử dụng thì nhanh. review: vào game phải chờ cả phút. chụp tối thì gần như không thấy gì. pin thảm họa. đóng gói sản phẩm rất cẩu thả",Negative,Negative,Negative,,,,Negative,,,,,,,
Chất lượng sản phẩm: màn hình bị loạn cảm ứng. Đúng với mô tả: pin tụt nhanh hơn quảng cáo nhiều. Tính năng nổi bật: camera chụp ảnh bị đốm đen. review: màn hình cứ tự nhảy lung tung rất bực. pin thì sử dụng chưa hết buổi đã phải sạc. camera thì bị lỗi cảm biến có chấm đen. chăm sóc khách hàng thì không hiểu vấn đề,Negative,Negative,,Negative,,,,,,,Negative,,,
"Chất lượng sản phẩm: cảm ứng chậm khi chơi game. Đúng với mô tả: tần số quét bị thổi phồng. Tính năng nổi bật: cam lấy nét chậm. review: tap ""chậm"" lúc đấu rank, af mất thời gian, pin chỉ trụ nửa ngày, hộp móp, chăm sóc khách hàng trả lời máy móc",Negative,Negative,,Negative,,,Negative,,,,Negative,,,
"máy nóng nhanh khi sử dụng 4g và sạc. khác với mô tả tản nhiệt tốt. tính năng turbo không giữ được hiệu suất. fps tụt, pin giảm mạnh, chăm sóc khách hàng phản hồi chậm",Negative,,Negative,,,,,,,,Negative,,,
"Chất lượng sản phẩm: chất lượng kém. Đúng với mô tả: sản phẩm khác biệt so với mô tả. Tính năng nổi bật: không ổn định. review: máy bị nóng, pin không bền, đợi ship 2 tuần vẫn chưa nhận được hàng",Negative,,Negative,,,,,,,,,Negative,,
pin ảo tụt đột ngột. pin báo không chính xác. hiệu năng không ổn định. pin đang 50% cái rớt xuống 20% luôn. máy hay bị tự restart. đóng gói không có chống sốc,Negative,,,,,,Negative,,,,,,,
"Chất lượng sản phẩm: bàn phím/nút ảo lag (nếu có). Đúng với mô tả: phản hồi nhanh hơn thực tế. Tính năng nổi bật: gõ chậm, miss key. review: nhập văn bản hay bị chậm, gõ liên tục là mất ký tự, pin vẫn ổn nhưng trải nghiệm text tệ, ship ""chậm""",Negative,,,,,,,,,,,Negative,,
Chất lượng sản phẩm: lag khi mở nhiều app. Đúng với mô tả: ram không đủ. Tính năng nổi bật: đa nhiệm kém. pin mau hết dù không sử dụng. ship không gọi báo trước. đóng hàng móp góc hộp,Negative,,Negative,,,,Negative,,,,,Negative,,
pin yếu chỉ sử dụng gọi 3h đã cạn hiệu năng lag khi chuyển app chăm sóc khách hàng yêu cầu tự sửa không hỗ trợ,Negative,,Negative,,,,,,,,Negative,,,
hàng đẹp nhưng sau 3 hôm thì pin tụt nhanh lắm,Negative,,,,Positive,,,,,,,,,
"nứt sẵn che giấu lỗi không có sạc nhanh. sạc cả đêm chưa đầy pin, quảng cáo 30w mà thực tế chỉ 10w thôi.,",Negative,,,,,,,,,,,,,
"màn hình có điểm chết mô tả không nói rõ pin lúc trồi lúc sụt. màn hình có 1 chấm đen nhỏ, rất khó chịu. pin thì ảo, lúc 50% sử dụng mãi không hết, lúc 20% thì sập nguồn luôn.",Negative,,,Negative,,,,,,,,,,
"Chất lượng sản phẩm: máy bị giật khi mở camera, ""chậm"" shutter. Đúng với mô tả: tốc độ chụp không giống quảng cáo. Tính năng nổi bật: chế độ chụp liên tiếp không đáng tin. review: mất khoảnh khắc do lag, ảnh thường lệch màu, pin hao nhanh, đóng gói sơ sài, ship lâu, chăm sóc khách hàng trả lời chung chung",Negative,Negative,Negative,,,,Negative,,,,Negative,,,
"vỏ nứt không đúng ảnh camera mờ, pin tụt nhanh. giao hàng chậm tới 2 tuần mà không thông báo gì",Negative,Negative,,,Negative,,,,,,,Negative,,
hàng rât tốt chỉ pin hơi yếu,Negative,,,,,,,,,,,,,
"Chất lượng sản phẩm: pin sụt bất thường qua đêm. Đúng với mô tả: thời lượng pin bị thổi phồng. Tính năng nổi bật: sạc nhanh hứa hẹn nhưng không thấy. review: để 100% đi ngủ sáng dậy còn 70%, sạc lâu, gửi trả bảo hành lâu",Negative,,,,,,,,,Negative,,,,
"Chất lượng sản phẩm: quét vân tay thất bại. Đúng với mô tả: bảo mật không tốt. Tính năng nổi bật: pin xuống nhanh. review: vân tay không nhận khi tay ẩm, pin chỉ sử dụng nửa ngày, máy nóng",Negative,,,,,,,,,,,,,
Chất lượng sản phẩm: pin tụt nhanh. Đúng với mô tả: sai sự thật. Tính năng nổi bật: camera hao pin. review: mở camera quay video 5p là pin tụt 15% máy thì nóng ran sử dụng cho công việc cơ bản cũng không ổn,Negative,Negative,,,,,,,,,,,,
chức năng bình thường.mỗi tội pin hơi ảo,Negative,,,,,,,,,,,,,
"sạc pin vào chậm,sạc mãi mới đầy mà tự dưng từ 60% pin sụt sập nguồn không lên nổi nữa",Negative,,,,,,,,,,,,,
"còn áp suất, mạng hơi yếu xíu, máy ít trầy xước, tuy cửa hàng có dán chống xước nhưng thấy có 2 vết xước dài trên miếng dán đó. có củ sạc và cáp sạc nhưng là sạc chậm nên tự mua sạc nhanh sử dụng cho tiện. hiện chưa có vđ gì. nếu có thì feedback sau",Negative,,,,Positive,,,,,,,,,
"Đúng với mô tả: suýt Tính năng nổi bật: không Chất lượng sản phẩm: bình thường máy sử dụng mới 3 ngày chết rbg , pin ảo, rom nội địa , sử dụng làm máy phụ tạm ổn",Negative,,,,,,,,,,,,,
