sentence,aspect,true_sentiment,predicted_sentiment,confusion_type
"Màn hình lưu ảnh nhẹ camera ngon đó. Tự tin khẳng định pro thì 5tr quay đầu khó có con nào có camera cân bằng như vầy. Form cầm thì giống iphone 13 thường nhưng mà dài hơn so với 13. Mình cầm thì khá chắc tay còn xperia 5 thì bé quá. Lưu ảnh nhẹ nhưng mà màn còn rất ngon ai có nhu cầu máy phụ thôi hoặc thay vì mua máy nghe nhạc để tiền mua điện thoại thì nên mua bản này liên quân không suport tốt,hiệu năng chơi tốc chiến thì hơi khựng khựng. Thời lượng khoảng 4 tiếng tạm ổn",Display,negative,positive,negative → positive
"Tính năng: Tốt hoạt động bình thường, chức năng cảm biến vân tay không hoạt động chất lượng: Nhìn bên ngoài tốt chất liệu: Chính hãng,không biết màn hình có xịn hay không nhưng cảm thấy mượt,giá cả phù hợp với những người kính tế hạn hẹp nói chung giá rẻ,tôi sợ với tầm giá",Display,positive,negative,positive → negative
"Chất lượng sản phẩm: Tốt 
Đúng với mô tả: Dung hàng có hơi xước chút (97% như cửa hàng mô tả). Test còn áp suất, màn hình đẹp, nhẹ hơn hẳn con ip8+ của mình. Máy chạy nhanh, đã test thử game, loa, tai nghe tốt. Được tặng sạc nhanh 20w kèm tai nghe dây, sử dụng 2 ngày mới đánh giá. Tặng thêm ốp thì hợp lý hơn tai nghe.",Design,negative,positive,negative → positive
Camera chụp ảnh trong điều kiện đủ sáng cho chất lượng tạm ổn. Thiết kế máy cầm tay cũng khá vừa vặn.,Design,neutral,positive,neutral → positive
"Nhóm màu: Trắng hai khe cắm sim tiện lợi, thiết kế cổ điển của nokia, giá cả phải chăng cho một chiếc điện thoại 4g,",Design,neutral,positive,neutral → positive
"Săn sale giá tốt, ghn giao vẫn nhanh như mọi khi. Cảm nhận ban đầu như mong đợi nhé cả nhà. Có double tap sáng màn, mượt, phù hợp xài cơ bản, game nhẹ. Máy hơi nặng vì viên pin 6000mah",Design,negative,positive,negative → positive
Không biết sử dụng bao lâu thì bị ố vàng mặt lưng hoặc trầy xước mặt lưng thôi,Design,neutral,negative,neutral → negative
"Điện thoại thiết kế màn cong, cầm trên tay cho cảm giác rất mỏng nhẹ chắc chắn. Chưa dùng nhiều nên chưa trải nghiệm hết hiệu năng của máy. Săn sale được giá rẻ, cứ cho 5⭐ trước đã 😊",Performance,neutral,positive,neutral → positive
Mua 3 máy để test game. Sau khi chơi mới biết máy hỗ trợ cấu hình ff ở mức trung bình tạm chấp nhận,Performance,positive,neutral,positive → neutral
"Mặt lưng nhám, Màn hình 120Hz mượt được dán sẵn bảo vệ, đầy đủ phụ kiện cáp, sạc, ốp lưng. Pin trâu, viền mỏng trong phân khúc giá, camera chống cháy, xử lý lâu lâu có giật lag tuy nhiên không thể đòi hỏi quá cao cho chiếc điện thoại dưới 4tr được",Performance,negative,positive,negative → positive
"Hình ảnh và video mang tính chất nhận xu. Máy đẹp cầm nhẹ tay, hàng chính hãng mã vna, sử dụng 1 thời gian nữa thì mới rõ hiệu năng và pin thế nào. Hiện tại thì 10 điểm",Performance,neutral,positive,neutral → positive
"Chất lượng sản phẩm: Khá tốt 
Đúng với mô tả: Có mình thấy máy sử dụng ở mức tốt trong tầm giá, nhưng mà chỉ nên sử dụng 1 trình duyệt ví dụ chỉ call mess và không được làm gì khác vì máy sẽ chậm. Máy đôi khi bị chớp màn, trong khoảng 1-2s. Dung lượng pin tốt. Nếu nhu cầu là 1 con máy rẻ, sử dụng khá tốt thì con này đáp ứng được",Performance,negative,positive,negative → positive
Máy này quá ok trong tầm giá này giao hàng tầm 4-5 ngày,Shipping,neutral,positive,neutral → positive
"Nhóm màu: Desert 
Dung lượng lưu trữ: 256gb lần này cửa hàng giao khá chậm so với dự kiến và cửa hàng cũng có giải thích do sale đơn hàng nhiều. Hàng chính hãng đóng gói đẹp",Shipping,neutral,negative,neutral → negative
"OK hàng ngon choét nhưng éo hiểu sao mua nhiều lần của cửa hàng mà éo có quà tặng gì 😔. Nói chơi thôi chứ đặt 2 con của cửa hàng, cửa hàng nói là hàng đặt trước 7 ngày mới có, nhưng chỉ 3 ngày đã đến nơi, quá nhanh quá nguy hiểm, không kịp xoay tiền nên chỉ nhận được 1 em, đành ngậm ngùi nhìn 1 em quay đầu về trong tiếc nuối.... Thôi hẹn 25 săn lại vậy",Shipping,positive,negative,positive → negative
"Lần đầu mua điện thoại trên shopee cũng ổn, đặt giao hoả tốc mà sốp lâu lắc quá. Với lại màu này là màu storm gray (xám) chứ đâu phải màu đen đâu nhưng trên tem tiếng việt lại để là màu đen 😃 phân loại màu dễ gây hiểu lầm",Shipping,negative,positive,negative → positive
"Đúng với mô tả: Đúng 
Tính năng nổi bật: Sử dụng rất mượt mà thoải mái 
Chất lượng sản phẩm: Rất tốt đây là con máy rất ngon trong phân khúc 5 triệu hàng chính hãng sử dụng rất mượt do có tần số quét 120hz và chơi game cũng mượt do có không gian quản lí trò chơi. Nói chung thì máy rất ngon nha,cửa hàng uy tín và hỗi trợ nhiệt tình không có gì chê cả,thời gian giao hàng khá lâu nhưng là do mình ở tận tít trên miền bắc nên thế là điều hiển nhiên rồi.5 sao và luôn ủng hộ cửa hàng trong tương lai",Shipping,neutral,positive,neutral → positive
"Áp xu và voucher luôn thì săn được giá 1260k sử dụng được mấy ngày thì bị sọc ngang dọc rồi tắt nguồn luôn khôg mở lên được, chạy lên sg sữa chữa thì chỗ đó xảy ra cháy nổ pin điện thoại sau 1 time xem xét thì trung tâm bảo hành đổi cho cái mới",Price,neutral,negative,neutral → negative
Màu sắc: Xanh matcha không biết chất lượng sao nhưng nhìn bên ngoài có vẻ đẹp. Giá này không yêu cầu gì nhiều.,Price,neutral,positive,neutral → positive
"Sản phẩm hoàn thiện tốt, màn hình to hiển thị tốt, ram 8gb đáp ứng đủ nhu cầu sử dụng, camera đủ dùng, tầm giá tiền này thì không quá nhiều sự lựa chọn.",Price,neutral,positive,neutral → positive
"Đúng với mô tả: Đúng 
Chất lượng sản phẩm: Tốt
Tính năng nổi bật: Điện thoại dùng mượt. Săn giá hơi cao nha, test máy oke mượt nhưng mà giao sai màu rồi nha cửa hàng",Price,negative,positive,negative → positive
"Tính năng nổi bật: Mình săn sale nên áp mã vô giá rất tốt. Điện thoại sử dụng ổn nếu không chơi game nặng. 
Đúng với mô tả: Sản phẩm đúng với mô tả. Lúc giao tới còn nguyên seal cho mình bóc luôn. Giao bởi nhân viên của fptshop có gọi điện hỏi giờ tiện để nhận hàng và chăm sóc khách hàng rất nhiệt tình.",Price,neutral,positive,neutral → positive
"Chất lượng sản phẩm: Hàng chính hãng tốt trong tầm giá 
Đúng với mô tả: Đúng 
Tính năng nổi bật: Trigger cảm ứng mua giá sale 3 triệu 500, giá này thì ngon rồi vừa tầm, cam xấu chống mù, giao hàng nhanh, màn hình xấu, có nfc, pin trâu có sạc nhánh, ai mà game thì nên mua còn xem phim, chụp ảnh thì mua khác cái khác đi.",Battery,positive,negative,positive → negative
Thời lượng pin vừa đủ cho một ngày sử dụng với cường độ cao.,Battery,positive,neutral,positive → neutral
"Chất lượng sản phẩm: Tệ 
Đúng với mô tả: Không đúng 
Tính năng nổi bật: Camera ảo camera quảng cáo 50mp nhưng thực tế chỉ 8mp, pin trâu nhưng sử dụng 3 tiếng hết",Battery,negative,positive,negative → positive
"Chất lượng sản phẩm: Khá tốt 
Đúng với mô tả: Có mình thấy máy sử dụng ở mức tốt trong tầm giá, nhưng mà chỉ nên sử dụng 1 trình duyệt ví dụ chỉ call mess và không được làm gì khác vì máy sẽ chậm. Máy đôi khi bị chớp màn, trong khoảng 1-2s. Dung lượng pin tốt. Nếu nhu cầu là 1 con máy rẻ, sử dụng khá tốt thì con này đáp ứng được",Battery,positive,negative,positive → negative
Thời gian sạc máy nhanh trong tầm một giờ.,Battery,positive,neutral,positive → neutral
Điểm 10 cho cửa hàng về tư vấn đóng gói và sản phẩm,Packaging,positive,neutral,positive → neutral
"Chất lượng sản phẩm: Hiện tại tốt nha 
Đúng với mô tả: Hiệu năng chơi game tốt. Cửa hàng tặng kính ốp cường lực nhưng vẫn bị bể một chút do bên vận chuyển mặc dù chống sốc rất nhiều",Packaging,positive,negative,positive → negative
