sentence,aspect,true_sentiment,predicted_sentiment,confusion_type
Nhóm màu: Đen cùng tầm giá thì oppo hơi cao. Sử dụng ổn. Nói chung là cũng được,Price,negative,positive,negative → positive
"Màu sắc: Đen 
Phân loại: Nguyên seal sản phẩm chất giống sh mô tả, đóng gói tốt, giao hàng đúng thời gian,đang trải nghiệm sản phẩm cảm thấy tốt, mua 3tr3 xong sale phát còn 3tr ",Price,negative,positive,negative → positive
"Săn sale được giá 6tr8 tặng full combo tai nghe, đồng hồ. Thỉnh thoảng vào check canh sale giá trên 7cu3 đừng mua nhé anh em. T mua về 6tr8 bán lại được 7tr5 lời 700k + combo tai nghe, đồng hồ. Kkk",Price,positive,neutral,positive → neutral
"Chất lượng sản phẩm: Trung bình 
Đúng với mô tả: Sai:)) thật ra thì tôi biết trước là 8/128 rồi nhưng vì rẻ nên mua mọi người thao khảo dữ liệu thật nhé:)",Price,neutral,positive,neutral → positive
"1. Mình thấy nhiều người rw hệ điều hành này không được tối ưu hoá cho mấy 2. Không biết do máy hay gì nhưng chơi tốc chiến bật được 120fps nhưng mà toàn bị drop xuống 60-75( mặc dù máy rất mát) và 8/256 cũng thi thoảng bị văng game tốc chiến 3. 5g của máy cảm giác cũng không được mượt mà nên mình chỉ sử dụng 4g 4. Máy thì viền nhựa cầm không được sướng tay và dễ bị xước, mặt lưng của máy thì không biết nói sao nhưng cũng tàm tạm 5. Pin của máy là 6000 nhưng cảm giác không được trâu cho lắm 6. Còn mấy thứ còn lại thì tạm ổn( trừ cam nha =))) đây là những gì sau 1 tháng rưỡi mình trải nghiệm con poco x7 pro này",Battery,neutral,negative,neutral → negative
"Chất lượng sản phẩm: Tốt 
Đúng với mô tả: Đúng 
Tính năng nổi bật: Máy đẹp, sử dụng tốt. Màn cảm ứng nhạy, pin sử dụng tác vụ bình thường tốt. Máy xử lý các thao tác nhanh. Với giá này mua máy sử dụng rất tốt. Cảm ơn cửa hàng nhiều. 5 sao",Battery,positive,neutral,positive → neutral
"Chất lượng sản phẩm: Tốt 
Đúng với mô tả: Máy đẹp máy ổn,pin thì chắc khoảng 80%, máy nhà mạng docomo, thuần nhật 100%, tuy nhiên cửa hàng tặng kèm cục sạc vô lý quá, đầu sạc và dây sạc chẳng liên quan gì nhau luôn, được cái giao hàng rất nhanh,có video quay lại nhưng hơn 2 phút không cho tải lên, cảm ơn cửa hàng",Battery,positive,negative,positive → negative
"Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Vân tay dưới màn, cam tốt, loa xịn nhận xét chung là hài lòng. Ngoại hình 8đ, chức năng 10đ. Mình mua để đổi gió nên cũng không yêu cầu cao gì, nhưng mà nhìn qua ngoại hình thì biết là máy đã được tân trang lại rồi, cổng sạc khá tả, con điện thoại mình sử dụng 4 năm rồi mà cổng sạc cũng không tả tơi được như con này, cụm cam thì không xước xát gì nhưng viền quanh cam có vài vết sứt mẻ, nói chung là chủ cũ sử dụng hao vcd. Máy nhận về chạy miui 12.5 không được full tiếng việt, mình có up rom lên miui 14 eu thì thấy đỡ hao pin hơn hẳn. À mà củ sạc cửa hàng gửi kèm sử dụng dây typec-typec mà dây sạc cửa hàng gửi lại là typea-typec nên sử dụng không được =)))",Battery,neutral,negative,neutral → negative
"Đang sử dụng máy của cửa hàng giao và có những trải nghiệm như sau, camera chụp hình đẹp, pin sử dụng ổn chơi game hoặc xem youtube khoảng 4 đến 5 tiếng, pin sạc nhanh đầy điểm này rất lợi ích, cảm ứng vuốt rất mượt, màn hình sáng và rõ nét, sóng điện thoại full vào mấy nhà kín sóng vẫn khỏe, ngoại hình máy",Battery,neutral,positive,neutral → positive
"Mới lấy hàng, nhưng vẫn đánh giá 5 sao, chưa khui",General,neutral,positive,neutral → positive
"Tính năng nổi bật: Một chiếc điện thoại rất cơ bản 
Chất lượng sản phẩm: Độ hoàn thiện tốt. 
Đúng với mô tả: Vì không có nhiều đặc tính nên tả cũng ngắn gọn và chính xác trải nghiệm cầm điện thoại nhỏ gọn thật tốt, rất tiện mà lại không vướng víu. Và vì màn hình nhỏ nên ít lướt linh tinh => thời lượng pin cao :)) à, không có phím âm lượng ngoài nên đang gọi chưa biết giảm âm lượng kiểu gì, để mò vài hôm xem sao.",General,neutral,positive,neutral → positive
"Đúng với mô tả: Đúng 
Chất lượng sản phẩm: Chưa biết 
Tính năng nổi bật: Nghe gọi",General,positive,neutral,positive → neutral
"Chất lượng sản phẩm: Sử dụng nghe gọi không được, loa cứ bị rè 
Tính năng nổi bật: Không 
Đúng với mô tả: Khác hoàn toàn mô tả giao điện thoại không đúng mẫu như lừa khách hàng nhắn tin thì không trả lời nói chung chung thì cũng tạm nhưng ghét cái là lừa dối khách hành",General,neutral,negative,neutral → negative
"Máy ổn giao hàng nhanh, nên dán cho khách hàng luôn chứ tặng miếng dán kèm điện thoại khách hàng không biết dán gây xấu đến máy",General,positive,negative,positive → negative
"Nhóm màu: Midnight 
Dung lượng lưu trữ: 128gb cửa hàng đóng kĩ, giao từ hà nội nhưng khá nhanh sản phẩm thì tốt. Tuy nhiên có hở màn hình 1 đoạn ngắn, nhưng đây là lỗi chung của ip thì phải nên vẫn cho 5 sao",Display,positive,negative,positive → negative
"Mua được với giá 9tr3. Lướt mượt, ngày đầu về chơi game nóng nhưng sau thì đỡ. Sạc nhanh, lúc sạc hơi nóng. Cửa hàng tư vấn nhiệt tình. Lần đầu tiên mua điện thoại trên shoppee nên hơi hoang mang nhưng thấy cũng ổn. Video chống rung nhẹ. Chụp không căng bằng ip nhưng cũng ok. Chơi game lâu hết pin. Mỏng, cầm nhẹ vừa tay. Màn cong nên mua thêm ppf dán. Chính hãng giá này ổn cho anh em chơi game nhẹ và chụp hình tạm tạm nha.",Display,neutral,positive,neutral → positive
"Đúng với mô tả: Tốt 
Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Đẹp sau một thời gian trải nghiệm thì có vài điểm nhận xét sau máy đẹp, đúng mô tả tất cả các chức năng đều tốt, dây sạc + củ cũng tạm ổn. Máy mình hình như vân tay hơi bị lỗi chung quy lại là máy rất ổn và ngon với nhu cầu là làm máy phụ chơi game. Có thể sẽ ủng hộ cửa hàng những dịp tiếp theo",Display,negative,positive,negative → positive
"Nhóm màu: Màu xanh lá cây 
Dung lượng lưu trữ: 128gb dung lượng lưu trữ đủ sử dụng., chất lượng camera ấn tượng!, độ phân giải màn hình tuyệt vời.,",Display,negative,positive,negative → positive
"Màu sắc: Đen 
Phân loại: Nguyên seal chấp nhận trong tầm giá. Cử chỉ vuốt lên xuống trong app facebook chưa mượt so với máy có màn cùng tần số quét 90. Hình thức đẹp, cứng cáp.",Display,negative,positive,negative → positive
Anh chị cân nhắc khi mua tuỳ nhu cầu của cá nhân sử dụng ngoại quan máy ổn camera có bụi trước & sau. Pin chấp nhận được,Camera,negative,positive,negative → positive
"Máy chính hãng được tặng kèm đồng hồ để tập thể dục về điện thoại thì tạm OK mượt camera chụp đẹp có Al nhưng chất lượng màn amoled có vẻ màu đậm không được đẹp như màn ss oppo, săn sale nên giá vậy chấp nhận được",Camera,positive,negative,positive → negative
"Mua được với giá 9tr3. Lướt mượt, ngày đầu về chơi game nóng nhưng sau thì đỡ. Sạc nhanh, lúc sạc hơi nóng. Cửa hàng tư vấn nhiệt tình. Lần đầu tiên mua điện thoại trên shoppee nên hơi hoang mang nhưng thấy cũng ổn. Video chống rung nhẹ. Chụp không căng bằng ip nhưng cũng ok. Chơi game lâu hết pin. Mỏng, cầm nhẹ vừa tay. Màn cong nên mua thêm ppf dán. Chính hãng giá này ổn cho anh em chơi game nhẹ và chụp hình tạm tạm nha.",Camera,neutral,positive,neutral → positive
Camera macro không lấy nét được. Ảnh cận cảnh bị rung mờ. Tính năng không nổi bật. Camera phụ chỉ để cho có. Pin và hiệu năng bình thường,Camera,negative,neutral,negative → neutral
"Tính năng nổi bật: Cấu hình mạnh, máy mượt, cam đẹp trong tầm giá. 
Đúng với mô tả: Không đúng ram rom chỉ 6/128 thôi 
Chất lượng sản phẩm: Ổn nhận xét sau 2 tuần sửa dụng máy,máy đã thay vỏ nhưng mình vẫn chấp nhận được vì máy đã ra mắt khá lâu rồi h mà đào ra máy nguyên zin trong tầm giá rẻ như này thì không thể, đáng lẻ mình sẽ đánh giá 5 sao nhưng hàng dựng lại rất sơ sài nắp lưng không thấy 1 tý keo nào bị bung ra hết khá là buồn😞 mong cửa hàng nên kiểm tra cẩn thận và kĩ càng hơn khi giao hàng tới tay người sử dụng",Camera,positive,negative,positive → negative
"Máy y như mới, keng không một vết xước. Nhìn kỹ thì viền màn có dấu keo, để lâu trong túi quần thỉnh thoảng có vầng vàng",Design,positive,negative,positive → negative
"Chức năng đầy đủ, phụ kiện cửa hàng tặng bao sử dụng luôn, có điều màu đen ngoại hình trầy nhiều đeo ốp vào sẽ không thấy, có cảm giác màn hơi ám nhưng không sao, đáng trải nghiệm",Design,neutral,negative,neutral → negative
"Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Vân tay dưới màn, cam tốt, loa xịn nhận xét chung là hài lòng. Ngoại hình 8đ, chức năng 10đ. Mình mua để đổi gió nên cũng không yêu cầu cao gì, nhưng mà nhìn qua ngoại hình thì biết là máy đã được tân trang lại rồi, cổng sạc khá tả, con điện thoại mình sử dụng 4 năm rồi mà cổng sạc cũng không tả tơi được như con này, cụm cam thì không xước xát gì nhưng viền quanh cam có vài vết sứt mẻ, nói chung là chủ cũ sử dụng hao vcd. Máy nhận về chạy miui 12.5 không được full tiếng việt, mình có up rom lên miui 14 eu thì thấy đỡ hao pin hơn hẳn. À mà củ sạc cửa hàng gửi kèm sử dụng dây typec-typec mà dây sạc cửa hàng gửi lại là typea-typec nên sử dụng không được =)))",Design,neutral,positive,neutral → positive
"Đó h xài ip, nhỏ em gái mua khen dv bảo hành bên Oppo xịn nên đua theoooo. Màu vàng đồng chuẩn thì sẽ đẹp hơn, nhìn bên ngoài giống màu kem quá được tặng cái quạt nữa nè",Design,negative,positive,negative → positive
"Nhóm màu: Nhiều màu 
Dung lượng lưu trữ: 128gb giao hàng nhanh, điện thoại sau 3 ngày sử dụng vẫn tốt. Hàng cũ mà nhìn như mới, chỉ có chút vết trầy ở ổ sạc",Design,positive,negative,positive → negative
"Cửa hàng giao hàng nhanh, đặt điện thoại hôm trước hôm sau có ngay, cửa hàng tư vấn nhiệt tình. Về điện thoại thì nguyên seal full box Hiệu năng thì để test thêm rồi đánh giá lại sau",Performance,neutral,positive,neutral → positive
Chất lượng sản phẩm: Không được vui sản phẩm: Sản phẩm không như mô tả mình không hi vọng ở máy 1 triệu mặc dù máy giất mượt và tạm tạm nhưng cửa hàng lại lừa mình sản phẩm 256 gb sau khi mình kiểm tra thấy mấy đã. Kick 256 gb còn ram tht chỉ có 128 gb mình hi vọng cửa hàng đưa ra lời giải thích,Performance,positive,negative,positive → negative
Máy pin rất trâu Snapdragon 685 yếu sinh lí,Performance,negative,positive,negative → positive
"Đúng với mô tả: Đúng với h. Ảnh 
Tính năng nổi bật: Khá mượt, còn khá mới 
Chất lượng sản phẩm: Khá tốt hơi lag 1 tí với lại hơi ít chứ năng nhưng vẫn tốt",Performance,negative,positive,negative → positive
"Máy mới 95% sử dụng khá mượt ram 8/256 có bền không sử dụng mới biết ram &gb ảo thực tế ram4,128g máy bắt đầu lag chạy loạn màn hình pin tụt nhanh,loa rè",Performance,negative,positive,negative → positive
"Bên nhà vận chuyển đã làm hộp móp méo nhiều sợ ảnh hưởng đến sản phẩm. Cũng may là máy không có vấn đề gì. Máy đẹp, không có gì chê và có 18 tháng bảo hành, xuống tiền cũng thấy yên tâm. Cửa hàng tư vấn nhiệt tình. Cảm ơn cửa hàng và ủng hộ cửa hàng 5sao. Mình chỉ thấy bên nhà vận chuyển là tốt lắm. Dù sao hàng cũng có giá trị nên vận chuyển để ý tí.",Shipping,negative,positive,negative → positive
"Chăm sóc khách hàng không cho đổi trả. Chính sách cứng nhắc. Hỗ trợ sau bán hàng kém. Máy lỗi nhỏ nhưng không được đổi mới, chỉ được sửa chữa. Shipping nhanh nhưng đóng gói không cẩn thận",Shipping,positive,negative,positive → negative
"Hàng tốt, giao 5 ngày + 2 ngày kho nghỉ là 1 tuần mới có máy nhưng máy chuẩn Việt Nam, shipper giao cũng kêu mang cccd và chụp ảnh lại được nha",Shipping,positive,negative,positive → negative
Giao hàng tạm ổn sản phẩm giống mô tả đóng gói bình thường...!!!!!🙂,Shipping,positive,neutral,positive → neutral
